STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
672370,99999, 20121110,   87.6, 6,   62.4, 6, 1013.7, 4, 9999.9, 0,  11.7, 6,   3.5, 6,   6.0, 999.9,   92.3*,  67.5 , 0.00I,999.9, 000000,
672370,99999, 20121113,   83.6, 9,   65.1, 9, 1012.7, 5, 9999.9, 0,   9.9, 9,   4.9, 9,   8.9, 999.9,   93.6*,  68.4 , 0.00I,999.9, 000000,
672370,99999, 20121116,   84.0,10,   68.1,10, 1012.7, 5, 9999.9, 0,   9.7,10,   4.7,10,  11.1, 999.9,   93.2*,  71.6 , 0.00I,999.9, 000000,
672370,99999, 20121117,   83.5, 4,   67.6, 4, 9999.9, 0, 9999.9, 0,  11.1, 4,   7.2, 4,   9.9, 999.9,   95.4*,  73.0*, 0.00I,999.9, 000000,
672370,99999, 20121118,   86.8, 4,   64.3, 4, 9999.9, 0, 9999.9, 0,  11.3, 4,   6.0, 4,  12.0, 999.9,   96.8*,  76.3*, 0.00I,999.9, 000000,
672370,99999, 20121119,   81.1,14,   67.3,14, 1013.5, 5, 9999.9, 0,   8.9,14,   4.7,14,  11.1, 999.9,   92.1 ,  71.2 , 0.04G,999.9, 000010,
672370,99999, 20121120,   87.7, 9,   67.2, 9, 1010.8, 5, 9999.9, 0,  10.0, 9,   5.7, 9,   9.9, 999.9,   93.2*,  73.8 , 0.00G,999.9, 000000,
672370,99999, 20121121,   85.4,11,   66.8,11, 1010.1, 5, 9999.9, 0,   9.2,11,   3.3,11,   6.0, 999.9,   91.9*,  72.3 , 0.00I,999.9, 000000,
672370,99999, 20121122,   84.5,11,   67.9,11, 1011.3, 4, 9999.9, 0,   8.6,11,   4.3,11,  14.0, 999.9,   91.8 ,  67.6 ,99.99 ,999.9, 010000,
672370,99999, 20121123,   82.5, 8,   70.6, 8, 9999.9, 0, 9999.9, 0,   7.9, 8,   3.8, 8,   6.0, 999.9,   89.6*,  73.4*, 0.28A,999.9, 010010,
672370,99999, 20121124,   88.7, 5,   64.9, 5, 1009.9, 4, 9999.9, 0,  11.2, 5,   7.4, 5,   8.9, 999.9,   94.3*,  70.0 , 0.00I,999.9, 000000,
672370,99999, 20121125,   86.0, 7,   66.5, 7, 1010.9, 6, 9999.9, 0,  12.5, 7,   8.3, 7,  13.0, 999.9,   97.2*,  72.1 , 0.00I,999.9, 000000,
672370,99999, 20121126,   89.5, 8,   64.6, 8, 1011.4, 4, 9999.9, 0,  10.4, 8,   8.0, 8,   9.9, 999.9,   98.6 ,  71.6 , 0.00I,999.9, 000000,
672370,99999, 20121127,   79.8,10,   69.0,10, 1014.4, 7, 9999.9, 0,  11.4,10,   5.3,10,  14.0, 999.9,   90.3*,  72.3*, 0.00I,999.9, 000000,
672370,99999, 20121128,   74.6, 6,   65.7, 6, 9999.9, 0, 9999.9, 0,   9.7, 6,   7.7, 6,  11.1, 999.9,   83.1*,  70.9*, 0.00I,999.9, 000000,
672370,99999, 20121129,   82.4, 7,   60.9, 7, 1013.9, 4, 9999.9, 0,  10.1, 7,   8.1, 7,  12.0, 999.9,   88.7 ,  66.6 , 0.00I,999.9, 000000,
672370,99999, 20121130,   85.5, 8,   63.2, 8, 1012.1, 4, 9999.9, 0,   9.7, 8,   4.5, 8,   6.0, 999.9,   91.4*,  67.5 , 0.00I,999.9, 000000,
672370,99999, 20121201,   83.1, 7,   65.7, 7, 9999.9, 0, 9999.9, 0,   9.3, 7,   5.3, 7,  14.0, 999.9,   91.4*,  71.2*, 0.00I,999.9, 000000,
672370,99999, 20121202,   82.2, 4,   65.0, 4, 9999.9, 0, 9999.9, 0,   9.7, 4,   5.5, 4,   7.0, 999.9,   87.4*,  69.8 , 0.00I,999.9, 000000,
672370,99999, 20121203,   78.0, 4,   70.2, 4, 9999.9, 0, 9999.9, 0,   9.7, 4,   4.3, 4,   6.0, 999.9,   84.2*,  73.0*, 0.00I,999.9, 000000,
672370,99999, 20121205,   91.6, 6,   68.4, 6, 9999.9, 0, 9999.9, 0,   8.8, 6,  10.4, 6,  12.0, 999.9,   95.0*,  86.0*, 0.00I,999.9, 000000,
672370,99999, 20121206,   86.7,10,   66.0,10, 1011.6, 5, 9999.9, 0,   9.7,10,   7.1,10,  11.1, 999.9,   96.8*,  72.7 , 0.00I,999.9, 000010,
672370,99999, 20121207,   85.9, 8,   69.0, 8, 9999.9, 0, 9999.9, 0,   9.0, 8,   4.1, 8,   6.0, 999.9,   96.8*,  74.3 , 0.00I,999.9, 000000,
672370,99999, 20121209,   89.9, 4,   67.9, 4, 1007.9, 4, 9999.9, 0,  12.4, 4,   3.2, 4,   5.1, 999.9,   95.7*,  73.4 , 0.00I,999.9, 000000,
672370,99999, 20121210,   83.1, 4,   71.1, 4, 9999.9, 0, 9999.9, 0,   9.1, 4,   5.3, 4,   6.0, 999.9,   90.7*,  75.2*,99.99 ,999.9, 010000,
672370,99999, 20121211,   83.3, 6,   71.1, 6, 1009.4, 4, 9999.9, 0,   9.0, 6,   6.5, 6,  15.0, 999.9,   89.6*,  70.3 , 0.59G,999.9, 010010,
672370,99999, 20121212,   79.7, 8,   71.5, 8, 1010.7, 4, 9999.9, 0,   9.7, 8,   8.4, 8,  14.0, 999.9,   86.7 ,  74.5*, 0.00G,999.9, 000000,
672370,99999, 20121213,   79.6, 8,   70.7, 8, 1010.9, 4, 9999.9, 0,   8.5, 8,   8.4, 8,   9.9, 999.9,   82.4*,  70.5 , 0.16G,999.9, 010000,
672370,99999, 20121214,   77.2,11,   69.0,11, 1012.3, 5, 9999.9, 0,   9.5,11,   6.0,11,   8.9, 999.9,   82.9*,  68.9 , 0.08G,999.9, 000000,
672370,99999, 20121216,   84.5, 8,   70.8, 8, 1010.0, 4, 9999.9, 0,   9.7, 8, 999.9, 0, 999.9, 999.9,   90.0*,  73.4*, 0.00I,999.9, 000000,
672370,99999, 20121217,   89.5,10,   70.4,10, 1008.4, 4, 9999.9, 0,   9.2,10,   5.4, 8,   9.9, 999.9,   92.5*,  70.7 , 0.00I,999.9, 000000,
672370,99999, 20121218,   80.7,11,   71.6,11, 1011.4, 5, 9999.9, 0,   7.9,11,   5.5,11,  13.0, 999.9,   87.8*,  74.5*, 0.04A,999.9, 010010,
672370,99999, 20121219,   78.6,13,   71.7,13, 1012.2, 6, 9999.9, 0,   9.5,13,   5.2,13,   8.9, 999.9,   84.2*,  72.3 , 0.00I,999.9, 000010,
672370,99999, 20121220,   80.6,10,   69.7,10, 9999.9, 0, 9999.9, 0,   8.1,10,   6.0,10,  14.0, 999.9,   86.4*,  73.4*, 0.00I,999.9, 000010,
672370,99999, 20121221,   78.1, 7,   70.1, 7, 1010.5, 4, 9999.9, 0,  10.1, 7,   4.3, 7,   7.0, 999.9,   83.8*,  70.7 , 0.31G,999.9, 000000,
672370,99999, 20121222,   77.4, 5,   70.4, 5, 1013.0, 4, 9999.9, 0,  11.3, 5,   4.8, 5,   7.0, 999.9,   79.5*,  63.9 , 4.25G,999.9, 000000,
672370,99999, 20121223,   82.5, 5,   70.0, 5, 9999.9, 0, 9999.9, 0,  10.3, 5,   4.4, 5,   5.1, 999.9,   87.1*,  69.1 , 0.00G,999.9, 000000,
672370,99999, 20121224,   82.3, 4,   71.9, 4, 1013.1, 4, 9999.9, 0,  12.4, 4,   3.5, 4,   4.1, 999.9,   90.3*,  68.9 , 0.00I,999.9, 000000,
672370,99999, 20121226,   83.8, 7,   72.9, 7, 1010.7, 5, 9999.9, 0,  12.7, 7,   4.6, 7,  12.0, 999.9,   89.6*,  72.5 , 0.91G,999.9, 000000,
672370,99999, 20121227,   89.2, 4,   71.9, 4, 9999.9, 0, 9999.9, 0,   9.7, 4,   3.3, 4,   6.0, 999.9,   90.0*,  87.8*, 0.00G,999.9, 000000,
672370,99999, 20121228,   84.5, 7,   72.1, 7, 1009.8, 4, 9999.9, 0,   8.6, 7,   8.7, 7,  19.0, 999.9,   90.1*,  74.5 ,99.99 ,999.9, 010010,
672370,99999, 20121229,   82.8, 9,   71.7, 9, 1012.1, 5, 9999.9, 0,   9.7, 9,   3.3, 9,   5.1, 999.9,   89.6*,  71.6 , 0.20G,999.9, 010010,
672370,99999, 20121231,   84.7, 7,   72.4, 7, 1010.0, 4, 9999.9, 0,  11.0, 7,   6.1, 7,   8.9, 999.9,   97.5*,  74.3 , 0.00I,999.9, 000010,
672370,99999, 20130101,   84.9, 9,   70.3, 9, 9999.9, 0, 9999.9, 0,   8.8, 9,   2.9, 9,   4.1, 999.9,   91.0*,  71.6*, 0.00I,999.9, 000000,
672370,99999, 20130102,   84.2, 9,   71.5, 9, 1008.3, 5, 9999.9, 0,  10.0, 9,   6.6, 9,   8.9, 999.9,   89.6*,  74.1 , 0.00I,999.9, 000010,
672370,99999, 20130103,   87.6, 7,   71.3, 7, 9999.9, 0, 9999.9, 0,   7.8, 7,   5.5, 7,   8.0, 999.9,   91.4*,  74.1 , 0.00I,999.9, 000000,
672370,99999, 20130104,   85.5,11,   73.5,11, 9999.9, 0, 9999.9, 0,   8.0,11,   6.8,11,   9.9, 999.9,   91.4*,  75.2*, 0.00I,999.9, 000000,
672370,99999, 20130105,   85.6, 8,   72.6, 8, 9999.9, 0, 9999.9, 0,   7.7, 8,   5.1, 8,   8.0, 999.9,   91.4*,  77.0*, 0.00I,999.9, 000000,
672370,99999, 20130106,   76.3, 6,   72.0, 6, 1011.0, 4, 9999.9, 0,  10.6, 6,   5.0, 6,   7.0, 999.9,   79.2*,  72.5 , 4.02G,999.9, 000000,
672370,99999, 20130107,   80.3, 6,   71.4, 6, 1010.8, 4, 9999.9, 0,  10.6, 6,   7.2, 6,  13.0, 999.9,   84.2*,  72.3 , 0.08G,999.9, 000000,
672370,99999, 20130108,   79.4,12,   71.5,12, 1011.0, 4, 9999.9, 0,   8.8,12,   9.9,12,  15.0, 999.9,   86.0*,  71.1 , 0.00G,999.9, 000000,
672370,99999, 20130109,   77.5, 6,   72.8, 6, 9999.9, 0, 9999.9, 0,  10.4, 6,   7.7, 6,  11.1, 999.9,   80.6*,  71.6 , 0.04A,999.9, 010010,
672370,99999, 20130110,   78.5, 9,   72.0, 9, 9999.9, 0, 9999.9, 0,   8.8, 9,   6.9, 9,   9.9, 999.9,   86.0*,  67.8 , 0.12G,999.9, 000010,
672370,99999, 20130111,   77.0, 5,   74.4, 5, 9999.9, 0, 9999.9, 0,   8.1, 5,   5.4, 5,   6.0, 999.9,   78.8*,  75.2*, 0.00G,999.9, 000000,
672370,99999, 20130112,   78.9, 7,   73.1, 7, 1012.2, 4, 9999.9, 0,  10.1, 7,   8.3, 7,  14.0, 999.9,   86.4*,  72.9 , 0.39G,999.9, 010000,
672370,99999, 20130113,   77.5, 5,   71.9, 5, 1011.9, 4, 9999.9, 0,  11.3, 5,  11.4, 5,  23.9, 999.9,   78.8*,  72.5 , 0.00G,999.9, 010000,
672370,99999, 20130114,   81.1, 5,   72.2, 5, 9999.9, 0, 9999.9, 0,   9.2, 5,   7.6, 5,   8.9, 999.9,   84.6*,  71.6 , 0.00I,999.9, 000000,
672370,99999, 20130115,   85.5,12,   71.9,12, 1011.9, 4, 9999.9, 0,   8.8,12,   6.1,12,   9.9, 999.9,   89.6*,  71.1 , 0.00I,999.9, 000000,
672370,99999, 20130116,   83.6, 6,   72.7, 6, 1012.9, 4, 9999.9, 0,  10.6, 6,   3.5, 6,   4.1, 999.9,   87.4*,  72.9 , 0.00I,999.9, 000000,
672370,99999, 20130117,   79.9, 7,   72.6, 7, 1012.4, 5, 9999.9, 0,  10.9, 7,   6.7, 7,  28.9, 999.9,   89.6*,  75.2*, 0.00I,999.9, 000010,
672370,99999, 20130118,   84.5, 6,   73.1, 6, 9999.9, 0, 9999.9, 0,   7.0, 6,   3.3, 6,   5.1, 999.9,   87.8*,  77.0*, 0.00I,999.9, 000000,
672370,99999, 20130119,   80.3, 5,   73.9, 5, 9999.9, 0, 9999.9, 0,   9.2, 5,   7.0, 5,   9.9, 999.9,   86.0*,  71.6*, 0.16G,999.9, 000000,
672370,99999, 20130121,   84.7,11,   73.1,11, 1008.6, 7, 9999.9, 0,  10.5,11,  10.9,11,  15.0, 999.9,   90.3 ,  74.1 , 0.00I,999.9, 000000,
672370,99999, 20130122,   83.6, 8,   72.2, 8, 1009.5, 6, 9999.9, 0,  11.1, 8,   6.8, 8,   8.9, 999.9,   91.4*,  75.9 , 0.00I,999.9, 000000,
672370,99999, 20130123,   78.1, 5,   73.8, 5, 1012.4, 4, 9999.9, 0,  11.3, 5,   6.6, 5,  13.0, 999.9,   82.8*,  70.5 , 0.47G,999.9, 010010,
672370,99999, 20130124,   78.9, 8,   72.8, 8, 1012.0, 4, 9999.9, 0,   8.5, 8,   4.5, 8,   8.0, 999.9,   84.6*,  73.4 , 0.00G,999.9, 010000,
672370,99999, 20130125,   77.1, 6,   72.3, 6, 9999.9, 0, 9999.9, 0,   8.5, 6,   5.0, 6,  11.1, 999.9,   82.4*,  70.9 , 3.46G,999.9, 010010,
672370,99999, 20130126,   81.6, 8,   72.8, 8, 1009.8, 4, 9999.9, 0,   9.7, 8,   5.4, 8,   8.0, 999.9,   86.7*,  72.5 , 0.63G,999.9, 000000,
672370,99999, 20130128,   80.9, 7,   73.2, 7, 9999.9, 0, 9999.9, 0,   8.3, 7,   4.3, 6,  11.1, 999.9,   86.0*,  71.2 , 1.14G,999.9, 010010,
672370,99999, 20130129,   75.9, 7,   72.2, 7, 1010.6, 5, 9999.9, 0,  10.9, 7,   2.0, 7,   5.1, 999.9,   84.2*,  70.7 , 7.76G,999.9, 010010,
672370,99999, 20130130,   78.4, 4,   74.7, 4, 1008.3, 4, 9999.9, 0,  12.4, 4,   8.2, 4,   9.9, 999.9,   79.9*,  74.1 , 0.08G,999.9, 000010,
672370,99999, 20130131,   79.5, 9,   73.1, 9, 1006.5, 4, 9999.9, 0,   8.4, 9,   7.7, 9,  15.9, 999.9,   86.0*,  73.4 , 0.03G,999.9, 010010,
672370,99999, 20130201,   76.4, 5,   71.3, 5, 9999.9, 0, 9999.9, 0,   9.2, 5,   8.0, 5,  11.1, 999.9,   80.6*,  71.6*, 0.00G,999.9, 000000,
672370,99999, 20130202,   82.0, 5,   69.3, 5, 9999.9, 0, 9999.9, 0,  10.3, 5,   8.0, 5,   9.9, 999.9,   86.5*,  70.5 , 0.03G,999.9, 000000,
672370,99999, 20130204,   81.4, 5,   73.0, 5, 1010.0, 5, 9999.9, 0,  13.7, 5,   8.2, 5,  12.0, 999.9,   86.0*,  71.6 , 0.00I,999.9, 000010,
672370,99999, 20130206,   81.5, 7,   72.1, 7, 1012.7, 5, 9999.9, 0,  10.9, 7,   3.6, 7,   5.1, 999.9,   86.0*,  72.3 , 0.55G,999.9, 000010,
672370,99999, 20130207,   76.4,10,   72.2,10, 1011.9, 6, 9999.9, 0,  10.7,10,   3.0,10,   6.0, 999.9,   84.2*,  68.0 , 0.00G,999.9, 010010,
672370,99999, 20130208,   77.1, 7,   73.3, 7, 1011.4, 4, 9999.9, 0,   8.6, 7,   4.0, 7,  11.1, 999.9,   80.6*,  71.6 , 0.31G,999.9, 010010,
672370,99999, 20130210,   80.6, 6,   74.7, 6, 9999.9, 0, 9999.9, 0,   9.7, 6,   3.0, 6,   5.1, 999.9,   84.9*,  69.8 , 1.57G,999.9, 000000,
672370,99999, 20130213,   82.3, 5,   70.9, 5, 9999.9, 0, 9999.9, 0,   9.2, 5,   7.2, 5,   8.9, 999.9,   86.0*,  73.4 , 0.00G,999.9, 000010,
672370,99999, 20130214,   83.4, 9,   72.5, 9, 1007.0, 4, 9999.9, 0,   9.4, 9,   5.8, 9,   9.9, 999.9,   88.9*,  72.5 , 0.00I,999.9, 000010,
672370,99999, 20130216,   75.9, 6,   72.7, 6, 1006.5, 4, 9999.9, 0,   8.4, 6,   6.0, 6,  15.9, 999.9,   79.9*,  72.0 , 1.42G,999.9, 010000,
672370,99999, 20130219,   80.9, 8,   71.4, 8, 1007.1, 7, 9999.9, 0,  12.5, 8,   6.3, 8,   9.9, 999.9,   87.6 ,  72.7 , 0.00I,999.9, 000000,
672370,99999, 20130220,   83.8, 9,   73.5, 9, 1007.8, 5, 9999.9, 0,  10.0, 9,   8.8, 9,  12.0, 999.9,   89.6*,  72.7 , 0.00I,999.9, 000000,
672370,99999, 20130221,   80.7, 8,   71.8, 8, 1008.5, 5, 9999.9, 0,  10.4, 8,   4.9, 8,   8.9, 999.9,   91.4*,  72.7*, 0.00I,999.9, 000000,
672370,99999, 20130222,   77.4, 5,   72.1, 5, 1011.5, 4, 9999.9, 0,  12.0, 5,   7.8, 5,  13.0, 999.9,   78.8*,  53.8 , 0.04A,999.9, 010000,
672370,99999, 20130225,   80.4, 6,   65.2, 6, 9999.9, 0, 9999.9, 0,   9.8, 6,   8.4, 6,   9.9, 999.9,   86.0 ,  76.6*, 0.00I,999.9, 000000,
672370,99999, 20130226,   74.3, 5,   67.1, 5, 9999.9, 0, 9999.9, 0,  10.3, 5,   6.0, 5,   9.9, 999.9,   79.9*,  67.8 , 0.00I,999.9, 000000,
672370,99999, 20130227,   78.4, 6,   69.4, 6, 9999.9, 0, 9999.9, 0,   9.7, 6,   3.6, 6,   5.1, 999.9,   84.6*,  70.5 , 0.00I,999.9, 000000,
672370,99999, 20130228,   82.1, 4,   71.4, 4, 9999.9, 0, 9999.9, 0,  11.1, 4,   2.5, 4,   4.1, 999.9,   86.0*,  73.4*, 0.00I,999.9, 000000,
672370,99999, 20130303,   83.4, 5,   71.3, 5, 1014.4, 4, 9999.9, 0,  14.8, 5,   5.2, 5,   8.9, 999.9,   87.3*,  72.5 , 0.00I,999.9, 000000,
672370,99999, 20130304,   82.5, 5,   71.2, 5, 1013.6, 4, 9999.9, 0,  12.6, 5,   9.1, 5,   9.9, 999.9,   87.4*,  70.9 , 0.00I,999.9, 000000,
672370,99999, 20130305,   81.7, 8,   68.8, 8, 1013.3, 4, 9999.9, 0,   9.7, 8,   9.5, 8,  12.0, 999.9,   86.0*,  70.7 , 0.00I,999.9, 000000,
672370,99999, 20130306,   81.8, 5,   70.5, 5, 1013.0, 4, 9999.9, 0,  11.3, 5,   4.2, 5,   8.0, 999.9,   86.7*,  71.1 , 0.00I,999.9, 000000,
672370,99999, 20130308,   84.6, 4,   71.6, 4, 9999.9, 0, 9999.9, 0,   9.7, 4,   8.7, 4,  11.1, 999.9,   89.6*,  72.5 , 0.00I,999.9, 000000,
672370,99999, 20130310,   84.5,12,   69.8,12, 1013.0, 6, 9999.9, 0,   9.7,12,   7.6,12,   9.9, 999.9,   90.5 ,  72.7 , 0.20E,999.9, 000010,
672370,99999, 20130311,   78.4,17,   72.2,17, 1013.9, 8, 9999.9, 0,   9.6,17,   6.8,17,  11.1, 999.9,   87.8 ,  73.4*, 0.00I,999.9, 000000,
672370,99999, 20130312,   78.2,13,   70.8,13, 1013.9, 8, 9999.9, 0,  10.3,13,   6.1,13,   9.9, 999.9,   85.1 ,  71.6 , 0.51E,999.9, 010000,
672370,99999, 20130313,   77.2,10,   68.8,10, 1014.2, 5, 9999.9, 0,   9.7,10,   4.4,10,   8.0, 999.9,   82.4*,  71.2 , 0.02A,999.9, 010000,
672370,99999, 20130314,   78.0, 9,   71.1, 9, 1013.7, 5, 9999.9, 0,  10.0, 9,   6.2, 9,   9.9, 999.9,   81.3 ,  70.5 , 0.00I,999.9, 000000,
672370,99999, 20130315,   77.9,13,   70.4,13, 1013.8, 6, 9999.9, 0,   9.5,13,   6.5,13,  11.1, 999.9,   88.2 ,  70.9 , 0.00I,999.9, 000000,
672370,99999, 20130316,   81.0,14,   71.5,14, 1014.1, 7, 9999.9, 0,   9.7,14,   5.5,14,   7.0, 999.9,   87.8*,  73.4 , 0.00I,999.9, 000000,
672370,99999, 20130317,   82.8,16,   71.3,16, 1012.4, 8, 9999.9, 0,   9.7,16,   4.5,16,   8.0, 999.9,   88.9*,  73.4 , 0.00I,999.9, 000000,
672370,99999, 20130318,   81.3,14,   72.7,14, 1011.0, 8, 9999.9, 0,   9.2,14,   4.2,14,   6.0, 999.9,   90.0 ,  70.9*, 0.00I,999.9, 100010,
672370,99999, 20130319,   78.3,13,   71.3,13, 1010.1, 6, 9999.9, 0,   9.5,13,   4.2,13,   9.9, 999.9,   84.7 ,  71.2*, 0.79A,999.9, 000000,
672370,99999, 20130320,   78.5,15,   69.7,15, 1012.9, 4, 9999.9, 0,   7.9,15,   4.6,15,   7.0, 999.9,   86.0*,  70.5 ,99.99 ,999.9, 110010,
672370,99999, 20130321,   77.0,16,   69.7,16, 1013.9, 6, 9999.9, 0,   9.4,16,   7.2,16,   9.9, 999.9,   86.9 ,  68.0 , 0.35G,999.9, 000000,
672370,99999, 20130322,   77.8,17,   69.4,17, 1013.1, 6, 9999.9, 0,   8.9,17,  10.7,17,  21.0, 999.9,   84.2*,  68.2 , 0.00G,999.9, 000000,
672370,99999, 20130323,   77.4,15,   70.2,15, 1012.3, 6, 9999.9, 0,   9.2,15,   8.1,15,  11.1, 999.9,   84.2*,  69.8 , 0.02G,999.9, 000000,
672370,99999, 20130324,   78.8,13,   69.3,13, 1013.7, 7, 9999.9, 0,   9.9,13,   5.8,13,  11.1, 999.9,   86.0 ,  71.2 , 0.00G,999.9, 000000,
672370,99999, 20130325,   78.4,14,   68.8,14, 1013.7, 7, 9999.9, 0,   9.7,14,   5.1,14,   8.0, 999.9,   86.4 ,  69.8*, 0.00I,999.9, 000000,
672370,99999, 20130326,   77.6,13,   67.6,13, 1013.6, 5, 9999.9, 0,   9.1,13,   6.7,13,   8.9, 999.9,   86.0*,  69.8 , 0.00I,999.9, 000000,
672370,99999, 20130327,   76.6,11,   71.3,11, 1013.9, 4, 9999.9, 0,   9.0,11,   8.7,11,  11.1, 999.9,   85.5 ,  69.8 , 0.00G,999.9, 010000,
672370,99999, 20130328,   76.5,13,   68.9,13, 1015.2, 5, 9999.9, 0,   9.1,13,   8.8,13,  14.0, 999.9,   81.0*,  69.1 , 0.43G,999.9, 000000,
672370,99999, 20130330,   80.2,11,   69.8,11, 1014.8, 6, 9999.9, 0,  10.0,11,   4.8,11,   8.0, 999.9,   86.2 ,  70.3 , 0.00G,999.9, 000000,
672370,99999, 20130331,   77.3,14,   70.0,14, 1016.1, 8, 9999.9, 0,  10.1,14,   5.3,14,  11.1, 999.9,   87.8 ,  72.1 , 0.00I,999.9, 000000,
672370,99999, 20130401,   76.6,16,   69.6,16, 1017.1, 7, 9999.9, 0,   9.4,16,   7.5,16,  11.1, 999.9,   86.4 ,  68.0*, 0.00E,999.9, 010000,
672370,99999, 20130402,   76.9,19,   66.8,19, 1015.0, 7, 9999.9, 0,   9.0,19,   6.1,19,   8.9, 999.9,   87.3 ,  66.2 , 0.00I,999.9, 000000,
672370,99999, 20130403,   80.7,16,   68.8,16, 1012.9, 7, 9999.9, 0,   9.3,16,   3.4,16,   6.0, 999.9,   89.6*,  69.6 , 0.00I,999.9, 000000,
672370,99999, 20130404,   80.8,15,   71.3,15, 1012.6, 7, 9999.9, 0,   9.4,15,   4.8,15,   9.9, 999.9,   90.0 ,  69.8*, 1.61E,999.9, 010010,
672370,99999, 20130405,   76.7,14,   70.7,13, 1014.4, 8, 9999.9, 0,   9.7,14,   5.6,14,   8.9, 999.9,   83.3 ,  68.4 , 0.24E,999.9, 000000,
672370,99999, 20130406,   75.5,16,   67.8,16, 1014.3, 7, 9999.9, 0,   9.3,16,   7.1,16,  12.0, 999.9,   84.9 ,  69.8*, 0.00I,999.9, 000000,
672370,99999, 20130407,   77.2,13,   63.0,13, 1013.1, 5, 9999.9, 0,   8.7,13,   4.9,13,   8.0, 999.9,   81.5 ,  70.9*, 0.00I,999.9, 000000,
672370,99999, 20130408,   75.8,14,   64.3,14, 1014.0, 7, 9999.9, 0,   9.5,14,   4.5,14,   6.0, 999.9,   83.7 ,  66.2*, 0.00I,999.9, 000000,
672370,99999, 20130409,   76.3, 8,   68.4, 8, 1014.5, 4, 9999.9, 0,   9.6, 8,   4.0, 8,   6.0, 999.9,   86.0 ,  68.4 , 0.00I,999.9, 000000,
672370,99999, 20130410,   77.6,11,   72.5,11, 1013.0, 4, 9999.9, 0,   9.0,11,   4.6,11,   9.9, 999.9,   87.8 ,  75.2*, 0.00I,999.9, 000000,
672370,99999, 20130411,   79.7,15,   73.1,15, 1013.2, 8, 9999.9, 0,   9.9,15,   5.6,15,   8.9, 999.9,   86.0*,  71.6 , 0.00I,999.9, 000000,
672370,99999, 20130412,   77.0,12,   72.8,12, 1013.3, 5, 9999.9, 0,   9.3,12,   7.0,12,  11.1, 999.9,   82.4*,  71.6 , 0.08G,999.9, 010000,
672370,99999, 20130413,   76.1,11,   64.5,11, 1017.5, 5, 9999.9, 0,   9.5,11,  10.3,11,  14.0, 999.9,   84.2*,  70.0 , 0.08G,999.9, 000000,
672370,99999, 20130414,   71.2,16,   65.6,16, 1016.7, 7, 9999.9, 0,   8.3,16,   8.6,16,  14.0, 999.9,   77.0*,  65.8 , 0.08G,999.9, 010000,
672370,99999, 20130415,   71.6,14,   66.6,14, 1015.5, 6, 9999.9, 0,   9.3,14,   9.8,14,  13.0, 999.9,   81.7*,  65.3 , 0.08G,999.9, 010000,
672370,99999, 20130416,   73.8,16,   65.3,16, 1014.4, 7, 9999.9, 0,   9.3,16,   6.6,16,  12.0, 999.9,   81.3*,  65.3 , 0.01G,999.9, 000000,
672370,99999, 20130417,   75.8,19,   66.9,19, 1013.5, 8, 9999.9, 0,   9.2,19,   4.6,19,   9.9, 999.9,   84.2 ,  64.8 , 0.00G,999.9, 000000,
672370,99999, 20130418,   80.6,17,   69.5,17, 1012.4, 7, 9999.9, 0,   9.2,17,   3.6,17,   8.9, 999.9,   88.9 ,  71.6 , 0.00I,999.9, 000000,
672370,99999, 20130419,   81.0,15,   69.3,15, 1012.6, 6, 9999.9, 0,   9.1,15,   5.3,15,   8.0, 999.9,   88.7 ,  69.8 , 0.00I,999.9, 000000,
672370,99999, 20130420,   79.9,15,   71.2,14, 1014.5, 8, 9999.9, 0,   9.9,15,   4.5,15,   7.0, 999.9,   87.8 ,  70.7 , 0.00I,999.9, 000000,
672370,99999, 20130421,   79.7,15,   71.2,15, 1013.5, 7, 9999.9, 0,   9.5,15,   4.5,15,   8.0, 999.9,   88.5 ,  70.2 , 0.00I,999.9, 000000,
672370,99999, 20130422,   81.8,17,   70.8,17, 1012.2, 7, 9999.9, 0,   9.1,17,   4.5,17,   8.0, 999.9,   91.0*,  72.5 , 0.00I,999.9, 000000,
672370,99999, 20130423,   79.0,19,   70.8,19, 1013.5, 8, 9999.9, 0,   8.3,19,   3.5,19,   7.0, 999.9,   87.8 ,  71.6 , 0.00I,999.9, 100000,
672370,99999, 20130424,   75.5,14,   70.4,14, 1016.7, 6, 9999.9, 0,   9.5,14,   6.1,14,   8.9, 999.9,   82.0 ,  70.7 , 0.08E,999.9, 010000,
672370,99999, 20130425,   74.6,16,   65.2,16, 1017.8, 6, 9999.9, 0,   9.0,16,   8.1,16,  12.0, 999.9,   82.0 ,  67.3 , 0.02E,999.9, 010000,
672370,99999, 20130426,   73.4,17,   65.5,17, 1017.0, 7, 9999.9, 0,   9.2,17,   9.0,17,  14.0, 999.9,   80.1 ,  67.1 , 0.08G,999.9, 000000,
672370,99999, 20130427,   75.9,14,   64.7,14, 1016.3, 5, 9999.9, 0,   8.9,14,   8.8,14,  12.0, 999.9,   81.1 ,  65.7 , 0.00G,999.9, 000000,
