date,district,precipitation,year,month,day,week,lag_30,precipitation_risk,temp_max,temp_mean,temp_min,humidity_max,humidity_mean,humidity_min,cloud_cover,temperature_risk,malaria_risk
2013-02-20,MAGUDE,5.3750638961792,2013,2,20,8,45.4494943618774,FALSE,32,28,24,89,69,45,4,0.5,0.25
2013-02-21,MAGUDE,0,2013,2,21,8,33.316068649292,FALSE,29,25,21,69,57,36,5,0.5,0.25
2013-02-22,MAGUDE,0,2013,2,22,8,33.316068649292,FALSE,29,24,20,78,57,32,2,0.5,0.25
2013-02-23,MAGUDE,0,2013,2,23,8,33.316068649292,FALSE,29,24,20,88,66,48,2,0.5,0.25
2013-02-24,MAGUDE,0,2013,2,24,9,33.316068649292,FALSE,29,26,22,83,61,43,5,0.5,0.25
2013-02-25,MAGUDE,0,2013,2,25,9,33.316068649292,FALSE,31,27,23,73,55,34,2,1,0.5
2013-02-26,MAGUDE,0,2013,2,26,9,33.316068649292,FALSE,31,27,22,83,63,43,2,0.5,0.25
2013-02-27,MAGUDE,0,2013,2,27,9,33.316068649292,FALSE,32,26,20,88,64,42,2,0.5,0.25
2013-02-28,MAGUDE,0,2013,2,28,9,33.316068649292,FALSE,34,27,20,88,66,36,1,0.5,0.25
2013-03-01,MAGUDE,0,2013,3,1,9,33.316068649292,FALSE,26,24,23,83,74,55,6,1,0.5
2013-03-02,MAGUDE,0,2013,3,2,9,33.316068649292,FALSE,29,25,21,69,54,37,5,0.5,0.25
2013-03-03,MAGUDE,0,2013,3,3,10,33.316068649292,FALSE,27,24,22,78,66,54,6,0.5,0.25
2013-03-04,MAGUDE,0,2013,3,4,10,33.316068649292,FALSE,29,25,21,83,63,37,3,0.5,0.25
2013-03-05,MAGUDE,0,2013,3,5,10,33.316068649292,FALSE,29,24,19,83,61,34,2,0.5,0.25
2013-03-06,MAGUDE,0,2013,3,6,10,33.316068649292,FALSE,31,26,21,88,69,50,4,0.5,0.25
2013-03-07,MAGUDE,35.5169143676758,2013,3,7,10,56.8505973815918,FALSE,34,28,22,94,71,44,2,0.5,0.25
2013-03-08,MAGUDE,0,2013,3,8,10,56.8505973815918,FALSE,34,28,21,94,74,49,4,0.5,0.25
2013-03-09,MAGUDE,0,2013,3,9,10,56.8505973815918,FALSE,31,27,22,83,64,49,5,0.5,0.25
2013-03-10,MAGUDE,0,2013,3,10,11,48.8712878227234,FALSE,30,26,21,94,66,45,6,0.5,0.25
2013-03-11,MAGUDE,0,2013,3,11,11,40.891978263855,FALSE,31,25,19,88,62,48,6,0.5,0.25
2013-03-12,MAGUDE,0,2013,3,12,11,40.891978263855,FALSE,29,24,19,78,65,40,4,0.5,0.25
2013-03-13,MAGUDE,0,2013,3,13,11,40.891978263855,FALSE,28,23,19,100,65,43,3,0.5,0.25
2013-03-14,MAGUDE,0,2013,3,14,11,40.891978263855,FALSE,28,23,19,88,64,42,4,0.5,0.25
2013-03-15,MAGUDE,0,2013,3,15,11,40.891978263855,FALSE,28,23,19,83,63,38,2,0.5,0.25
2013-03-16,MAGUDE,0,2013,3,16,11,40.891978263855,FALSE,34,27,19,94,74,46,2,0.5,0.25
2013-03-17,MAGUDE,6.71684598922729,2013,3,17,12,47.6088242530823,FALSE,29,26,22,100,75,32,4,0.5,0.25
2013-03-18,MAGUDE,0,2013,3,18,12,47.6088242530823,FALSE,31,27,22,83,64,32,3,0.5,0.25
2013-03-19,MAGUDE,0,2013,3,19,12,47.6088242530823,FALSE,32,27,21,94,74,43,3,0.5,0.25
2013-03-20,MAGUDE,0,2013,3,20,12,47.6088242530823,FALSE,26,24,23,73,65,54,6,1,0.5
2013-03-21,MAGUDE,0,2013,3,21,12,47.6088242530823,FALSE,29,26,22,83,63,44,4,0.5,0.25
2013-03-22,MAGUDE,0,2013,3,22,12,47.6088242530823,FALSE,29,24,19,83,61,38,3,0.5,0.25
2013-03-23,MAGUDE,0,2013,3,23,12,42.2337603569031,FALSE,31,26,20,88,67,38,3,0.5,0.25
2013-03-24,MAGUDE,0,2013,3,24,13,42.2337603569031,FALSE,30,26,22,83,64,42,3,0.5,0.25
2013-03-25,MAGUDE,0,2013,3,25,13,42.2337603569031,FALSE,31,27,22,88,65,48,4,0.5,0.25
2013-03-26,MAGUDE,0,2013,3,26,13,42.2337603569031,FALSE,29,26,22,88,67,43,3,0.5,0.25
2013-03-27,MAGUDE,0,2013,3,27,13,42.2337603569031,FALSE,26,23,21,94,81,65,5,0.5,0.25
2013-03-28,MAGUDE,0,2013,3,28,13,42.2337603569031,FALSE,28,24,21,88,74,51,4,0.5,0.25
2013-03-29,MAGUDE,0,2013,3,29,13,42.2337603569031,FALSE,27,25,23,82,66,56,NA,1,0.5
2013-03-30,MAGUDE,0,2013,3,30,13,42.2337603569031,FALSE,28,26,23,88,69,47,4,1,0.5
2013-03-31,MAGUDE,0,2013,3,31,14,42.2337603569031,FALSE,29,24,21,94,66,43,3,0.5,0.25
2013-04-01,MAGUDE,0,2013,4,1,14,42.2337603569031,FALSE,29,26,22,88,77,51,4,0.5,0.25
2013-04-02,MAGUDE,0,2013,4,2,14,42.2337603569031,FALSE,31,26,21,94,73,39,2,0.5,0.25
2013-04-03,MAGUDE,0,2013,4,3,14,42.2337603569031,FALSE,24,22,18,94,85,69,7,0,0
2013-04-04,MAGUDE,7.01583576202393,2013,4,4,14,49.249596118927,FALSE,23,20,17,94,68,51,7,0,0
2013-04-05,MAGUDE,0,2013,4,5,14,49.249596118927,FALSE,27,22,18,83,60,36,3,0,0
2013-04-06,MAGUDE,0,2013,4,6,14,49.249596118927,FALSE,28,22,16,88,71,35,1,0,0
2013-04-07,MAGUDE,0,2013,4,7,15,13.7326817512512,FALSE,28,23,18,88,69,37,1,0,0
2013-04-08,MAGUDE,0,2013,4,8,15,13.7326817512512,FALSE,34,26,17,88,65,35,1,0,0
2013-04-09,MAGUDE,0,2013,4,9,15,13.7326817512512,FALSE,33,25,17,89,70,31,1,0,0
2013-04-10,MAGUDE,8.112961769104,2013,4,10,15,21.8456435203552,FALSE,25,22,19,94,72,50,5,0.5,0.25
2013-04-11,MAGUDE,0,2013,4,11,15,21.8456435203552,FALSE,23,20,17,73,61,43,6,0,0
2013-04-12,MAGUDE,0,2013,4,12,15,21.8456435203552,FALSE,22,19,18,73,67,57,6,0,0
2013-04-13,MAGUDE,0,2013,4,13,15,21.8456435203552,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-14,MAGUDE,0,2013,4,14,16,21.8456435203552,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-04-15,MAGUDE,0,2013,4,15,16,21.8456435203552,FALSE,30,29,28,54,47,40,NA,1,0.5
2013-04-16,MAGUDE,0,2013,4,16,16,21.8456435203552,FALSE,32,24,16,78,52,24,NA,0,0
2013-04-17,MAGUDE,0,2013,4,17,16,15.1287975311279,FALSE,33,26,18,88,47,21,1,0,0
2013-04-18,MAGUDE,0,2013,4,18,16,15.1287975311279,FALSE,31,24,18,83,64,29,3,0,0
2013-04-19,MAGUDE,0,2013,4,19,16,15.1287975311279,FALSE,24,22,19,83,69,50,6,0.5,0.25
2013-04-20,MAGUDE,7.49130964279175,2013,4,20,16,22.6201071739197,FALSE,24,21,17,94,77,55,6,0,0
2013-04-21,MAGUDE,0,2013,4,21,17,22.6201071739197,FALSE,30,23,16,94,67,27,3,0,0
2013-04-22,MAGUDE,0,2013,4,22,17,22.6201071739197,FALSE,27,22,16,77,53,25,1,0,0
2013-04-23,MAGUDE,0,2013,4,23,17,22.6201071739197,FALSE,27,22,17,78,59,32,2,0,0
2013-04-24,MAGUDE,0,2013,4,24,17,22.6201071739197,FALSE,26,21,17,88,66,43,3,0,0
2013-04-25,MAGUDE,0,2013,4,25,17,22.6201071739197,FALSE,27,22,17,88,64,32,3,0,0
2013-04-26,MAGUDE,0,2013,4,26,17,22.6201071739197,FALSE,27,22,17,94,72,38,2,0,0
2013-04-27,MAGUDE,0,2013,4,27,17,22.6201071739197,FALSE,27,21,16,94,74,43,2,0,0
2013-04-28,MAGUDE,0,2013,4,28,18,22.6201071739197,FALSE,28,22,17,94,76,48,1,0,0
2013-04-29,MAGUDE,0,2013,4,29,18,22.6201071739197,FALSE,27,21,16,88,64,46,2,0,0
2013-04-30,MAGUDE,6.97075033187866,2013,4,30,18,29.5908575057983,FALSE,26,23,20,83,70,54,3,0.5,0.25
2013-05-01,MAGUDE,0,2013,5,1,18,29.5908575057983,FALSE,26,22,18,94,69,40,2,0,0
2013-05-02,MAGUDE,0,2013,5,2,18,29.5908575057983,FALSE,27,21,14,88,65,31,1,0,0
2013-05-03,MAGUDE,0,2013,5,3,18,29.5908575057983,FALSE,29,22,15,88,64,27,NA,0,0
2013-05-04,MAGUDE,0,2013,5,4,18,29.5908575057983,FALSE,29,22,16,88,66,35,3,0,0
2013-05-05,MAGUDE,0,2013,5,5,19,22.5750217437744,FALSE,25,19,14,88,56,29,3,0,0
2013-05-06,MAGUDE,0,2013,5,6,19,22.5750217437744,FALSE,31,23,15,77,54,28,2,0,0
2013-05-07,MAGUDE,0,2013,5,7,19,22.5750217437744,FALSE,23,19,16,94,71,42,5,0,0
2013-05-08,MAGUDE,0,2013,5,8,19,22.5750217437744,FALSE,28,20,13,94,63,28,1,0,0
2013-05-09,MAGUDE,0,2013,5,9,19,22.5750217437744,FALSE,32,23,15,73,48,7,4,0,0
2013-05-10,MAGUDE,0,2013,5,10,19,22.5750217437744,FALSE,24,21,18,83,70,57,6,0,0
2013-05-11,MAGUDE,4.40507841110229,2013,5,11,19,18.8671383857727,FALSE,23,20,17,94,81,63,5,0,0
2013-05-12,MAGUDE,0,2013,5,12,20,18.8671383857727,FALSE,24,20,15,94,80,53,4,0,0
2013-05-13,MAGUDE,0,2013,5,13,20,18.8671383857727,FALSE,24,19,13,94,83,58,2,0,0
2013-05-14,MAGUDE,0,2013,5,14,20,18.8671383857727,FALSE,26,21,16,94,76,51,2,0,0
2013-05-15,MAGUDE,0,2013,5,15,20,18.8671383857727,FALSE,28,22,16,94,71,33,1,0,0
2013-05-16,MAGUDE,0,2013,5,16,20,18.8671383857727,FALSE,31,23,15,94,59,25,NA,0,0
2013-05-17,MAGUDE,0,2013,5,17,20,18.8671383857727,FALSE,26,21,16,94,77,56,5,0,0
2013-05-18,MAGUDE,0,2013,5,18,20,18.8671383857727,FALSE,23,20,17,88,75,60,5,0,0
2013-05-19,MAGUDE,0,2013,5,19,21,18.8671383857727,FALSE,25,20,14,88,73,48,3,0,0
2013-05-20,MAGUDE,0,2013,5,20,21,18.8671383857727,FALSE,27,20,12,94,71,29,NA,0,0
2013-05-21,MAGUDE,0,2013,5,21,21,11.3758287429809,FALSE,26,20,14,88,73,42,2,0,0
2013-05-22,MAGUDE,5.05875825881958,2013,5,22,21,16.4345870018005,FALSE,27,21,15,94,74,44,1,0,0
2013-05-23,MAGUDE,0,2013,5,23,21,16.4345870018005,FALSE,28,21,13,94,72,24,1,0,0
2013-05-24,MAGUDE,0,2013,5,24,21,16.4345870018005,FALSE,28,21,14,94,72,32,2,0,0
2013-05-25,MAGUDE,0,2013,5,25,21,16.4345870018005,FALSE,29,23,18,68,61,47,NA,0,0
2013-05-26,MAGUDE,0,2013,5,26,22,16.4345870018005,FALSE,32,23,15,68,40,11,NA,0,0
2013-05-27,MAGUDE,0,2013,5,27,22,16.4345870018005,FALSE,33,25,17,55,32,9,1,0,0
2013-05-28,MAGUDE,0,2013,5,28,22,16.4345870018005,FALSE,26,22,19,94,82,53,4,0.5,0.25
2013-05-29,MAGUDE,0,2013,5,29,22,16.4345870018005,FALSE,27,22,17,94,77,46,3,0,0
2013-05-30,MAGUDE,0,2013,5,30,22,16.4345870018005,FALSE,32,24,17,94,63,23,3,0,0
2013-05-31,MAGUDE,0,2013,5,31,22,9.46383666992187,FALSE,26,22,17,88,67,41,1,0,0
2013-06-01,MAGUDE,0,2013,6,1,22,9.46383666992187,FALSE,28,21,15,94,73,39,2,0,0
2013-06-02,MAGUDE,0,2013,6,2,23,9.46383666992187,FALSE,30,23,17,94,64,37,NA,0,0
2013-06-03,MAGUDE,0,2013,6,3,23,9.46383666992187,FALSE,32,26,19,88,66,16,2,0.5,0.25
2013-06-04,MAGUDE,0,2013,6,4,23,9.46383666992187,FALSE,27,23,19,94,73,46,5,0.5,0.25
2013-06-05,MAGUDE,0,2013,6,5,23,9.46383666992187,FALSE,24,21,17,100,81,55,5,0,0
2013-06-06,MAGUDE,0,2013,6,6,23,9.46383666992187,FALSE,24,20,17,88,62,43,4,0,0
2013-06-07,MAGUDE,0,2013,6,7,23,9.46383666992187,FALSE,29,23,16,88,61,26,2,0,0
2013-06-08,MAGUDE,0,2013,6,8,23,9.46383666992187,FALSE,33,24,16,82,47,17,NA,0,0
2013-06-09,MAGUDE,0,2013,6,9,24,9.46383666992187,FALSE,25,20,14,78,59,38,4,0,0
2013-06-10,MAGUDE,0,2013,6,10,24,9.46383666992187,FALSE,23,18,13,77,53,30,2,0,0
2013-06-11,MAGUDE,0,2013,6,11,24,5.05875825881958,FALSE,24,18,11,94,69,21,2,0,0
2013-06-12,MAGUDE,0,2013,6,12,24,5.05875825881958,FALSE,26,18,9,94,63,28,NA,0,0
2013-06-13,MAGUDE,0,2013,6,13,24,5.05875825881958,FALSE,29,19,10,77,54,25,NA,0,0
2013-06-14,MAGUDE,0,2013,6,14,24,5.05875825881958,FALSE,29,22,14,100,54,13,NA,0,0
2013-06-15,MAGUDE,0,2013,6,15,24,5.05875825881958,FALSE,27,17,8,94,70,48,3,0,0
2013-06-16,MAGUDE,6.62646675109863,2013,6,16,25,11.6852250099182,FALSE,25,20,15,73,60,41,1,0,0
2013-06-17,MAGUDE,0,2013,6,17,25,11.6852250099182,FALSE,24,18,12,94,75,44,1,0,0
2013-06-18,MAGUDE,0,2013,6,18,25,11.6852250099182,FALSE,25,18,11,94,62,24,1,0,0
2013-06-19,MAGUDE,0,2013,6,19,25,11.6852250099182,FALSE,28,20,13,94,51,21,NA,0,0
2013-06-20,MAGUDE,0,2013,6,20,25,11.6852250099182,FALSE,29,19,9,94,61,22,NA,0,0
2013-06-21,MAGUDE,0,2013,6,21,25,11.6852250099182,FALSE,28,19,11,94,68,37,1,0,0
2013-06-22,MAGUDE,0,2013,6,22,25,6.62646675109863,FALSE,30,20,11,94,60,23,3,0,0
2013-06-23,MAGUDE,0,2013,6,23,26,6.62646675109863,FALSE,25,21,16,88,76,50,1,0,0
2013-06-24,MAGUDE,0,2013,6,24,26,6.62646675109863,FALSE,28,20,13,94,58,23,NA,0,0
2013-06-25,MAGUDE,0,2013,6,25,26,6.62646675109863,FALSE,31,21,11,82,49,23,1,0,0
2013-06-26,MAGUDE,0,2013,6,26,26,6.62646675109863,FALSE,33,23,13,83,57,15,2,0,0
2013-06-27,MAGUDE,0,2013,6,27,26,6.62646675109863,FALSE,26,21,16,82,64,41,3,0,0
2013-06-28,MAGUDE,5.12514352798462,2013,6,28,26,11.7516102790833,FALSE,20,18,16,94,87,69,6,0,0
2013-06-29,MAGUDE,0,2013,6,29,26,11.7516102790833,FALSE,28,20,13,100,67,31,4,0,0
2013-06-30,MAGUDE,0,2013,6,30,27,11.7516102790833,FALSE,30,22,14,94,64,29,1,0,0
2013-07-01,MAGUDE,0,2013,7,1,27,11.7516102790833,FALSE,26,19,13,94,71,43,4,0,0
2013-07-02,MAGUDE,0,2013,7,2,27,11.7516102790833,FALSE,25,21,17,100,85,61,4,0,0
2013-07-03,MAGUDE,0,2013,7,3,27,11.7516102790833,FALSE,31,22,13,100,69,14,1,0,0
2013-07-04,MAGUDE,0,2013,7,4,27,11.7516102790833,FALSE,25,21,17,84,69,45,5,0,0
2013-07-05,MAGUDE,0,2013,7,5,27,11.7516102790833,FALSE,24,19,14,94,76,53,5,0,0
2013-07-06,MAGUDE,0,2013,7,6,27,11.7516102790833,FALSE,23,19,15,94,64,47,3,0,0
2013-07-07,MAGUDE,0,2013,7,7,28,11.7516102790833,FALSE,24,24,24,53,52,50,1,1,0.5
2013-07-08,MAGUDE,0,2013,7,8,28,11.7516102790833,FALSE,24,19,13,94,68,40,6,0,0
2013-07-09,MAGUDE,0,2013,7,9,28,11.7516102790833,FALSE,25,18,11,100,75,47,4,0,0
2013-07-10,MAGUDE,6.3430438041687,2013,7,10,28,18.0946540832519,FALSE,26,19,13,100,80,54,3,0,0
2013-07-11,MAGUDE,6.00178241729736,2013,7,11,28,24.0964365005493,FALSE,25,20,15,100,81,50,4,0,0
2013-07-12,MAGUDE,0,2013,7,12,28,24.0964365005493,FALSE,24,18,12,100,75,35,2,0,0
2013-07-13,MAGUDE,0,2013,7,13,28,24.0964365005493,FALSE,26,18,11,100,71,42,1,0,0
2013-07-14,MAGUDE,0,2013,7,14,29,24.0964365005493,FALSE,24,17,11,94,74,42,1,0,0
2013-07-15,MAGUDE,0,2013,7,15,29,24.0964365005493,FALSE,25,19,13,100,71,38,2,0,0
2013-07-16,MAGUDE,0,2013,7,16,29,24.0964365005493,FALSE,28,21,14,94,65,24,1,0,0
2013-07-17,MAGUDE,0,2013,7,17,29,17.4699697494507,FALSE,26,20,15,94,75,50,4,0,0
2013-07-18,MAGUDE,0,2013,7,18,29,17.4699697494507,FALSE,23,19,16,94,78,49,5,0,0
2013-07-19,MAGUDE,0,2013,7,19,29,17.4699697494507,FALSE,25,19,12,100,63,35,4,0,0
2013-07-20,MAGUDE,0,2013,7,20,29,17.4699697494507,FALSE,27,20,13,83,63,26,2,0,0
2013-07-21,MAGUDE,0,2013,7,21,30,17.4699697494507,FALSE,24,19,14,94,64,35,4,0,0
2013-07-22,MAGUDE,0,2013,7,22,30,17.4699697494507,FALSE,25,19,13,83,68,44,2,0,0
2013-07-23,MAGUDE,0,2013,7,23,30,17.4699697494507,FALSE,28,20,13,94,45,17,NA,0,0
2013-07-24,MAGUDE,0,2013,7,24,30,17.4699697494507,FALSE,25,19,12,88,58,33,NA,0,0
2013-07-25,MAGUDE,0,2013,7,25,30,17.4699697494507,FALSE,26,21,15,100,68,4,1,0,0
2013-07-26,MAGUDE,0,2013,7,26,30,17.4699697494507,FALSE,30,22,14,100,69,24,NA,0,0
2013-07-27,MAGUDE,0,2013,7,27,30,17.4699697494507,FALSE,33,23,14,77,43,12,NA,0,0
2013-07-28,MAGUDE,0,2013,7,28,31,17.4699697494507,FALSE,26,18,11,78,65,51,2,0,0
2013-07-29,MAGUDE,0,2013,7,29,31,12.3448262214661,FALSE,24,21,17,77,62,46,4,0,0
2013-07-30,MAGUDE,0,2013,7,30,31,12.3448262214661,FALSE,25,18,11,88,54,31,1,0,0
2013-07-31,MAGUDE,0,2013,7,31,31,12.3448262214661,FALSE,23,17,11,88,69,35,3,0,0
2013-08-01,MAGUDE,0,2013,8,1,31,12.3448262214661,FALSE,24,19,13,94,65,36,3,0,0
2013-08-02,MAGUDE,0,2013,8,2,31,12.3448262214661,FALSE,23,18,12,94,71,47,4,0,0
2013-08-03,MAGUDE,0,2013,8,3,31,12.3448262214661,FALSE,24,19,13,94,75,38,3,0,0
2013-08-04,MAGUDE,0,2013,8,4,32,12.3448262214661,FALSE,25,21,18,83,68,44,3,0,0
2013-08-05,MAGUDE,0,2013,8,5,32,12.3448262214661,FALSE,24,20,16,100,79,52,3,0,0
2013-08-06,MAGUDE,0,2013,8,6,32,12.3448262214661,FALSE,26,20,14,100,73,47,1,0,0
2013-08-07,MAGUDE,0,2013,8,7,32,12.3448262214661,FALSE,30,22,13,94,49,17,1,0,0
2013-08-08,MAGUDE,0,2013,8,8,32,12.3448262214661,FALSE,33,25,17,96,58,26,1,0,0
2013-08-09,MAGUDE,0,2013,8,9,32,12.3448262214661,FALSE,22,19,16,100,83,59,6,0,0
2013-08-10,MAGUDE,0,2013,8,10,32,6.00178241729736,FALSE,21,17,14,94,75,59,6,0,0
2013-08-11,MAGUDE,2.71765470504761,2013,8,11,33,2.71765470504761,FALSE,25,22,19,94,73,47,3,0.5,0.25
2013-08-12,MAGUDE,0,2013,8,12,33,2.71765470504761,FALSE,28,21,15,94,69,34,1,0,0
2013-08-13,MAGUDE,0,2013,8,13,33,2.71765470504761,FALSE,29,21,12,94,65,32,1,0,0
2013-08-14,MAGUDE,0,2013,8,14,33,2.71765470504761,FALSE,33,23,13,78,50,15,1,0,0
2013-08-15,MAGUDE,0,2013,8,15,33,2.71765470504761,FALSE,25,20,16,78,60,38,3,0,0
2013-08-16,MAGUDE,0,2013,8,16,33,2.71765470504761,FALSE,31,22,14,88,66,16,3,0,0
2013-08-17,MAGUDE,0,2013,8,17,33,2.71765470504761,FALSE,34,24,14,94,41,16,2,0,0
2013-08-18,MAGUDE,0,2013,8,18,34,2.71765470504761,FALSE,24,19,15,73,56,37,2,0,0
2013-08-19,MAGUDE,0,2013,8,19,34,2.71765470504761,FALSE,24,21,17,68,50,33,3,0,0
2013-08-20,MAGUDE,0,2013,8,20,34,2.71765470504761,FALSE,25,19,13,78,57,37,3,0,0
2013-08-21,MAGUDE,0,2013,8,21,34,2.71765470504761,FALSE,31,22,13,82,39,15,2,0,0
2013-08-22,MAGUDE,0,2013,8,22,34,2.71765470504761,FALSE,24,21,18,68,53,40,6,0,0
2013-08-23,MAGUDE,0,2013,8,23,34,2.71765470504761,FALSE,22,19,16,82,62,47,6,0,0
2013-08-24,MAGUDE,0,2013,8,24,34,2.71765470504761,FALSE,29,21,13,83,66,25,2,0,0
2013-08-25,MAGUDE,0,2013,8,25,35,2.71765470504761,FALSE,23,21,18,88,73,61,7,0,0
2013-08-26,MAGUDE,0,2013,8,26,35,2.71765470504761,FALSE,26,20,14,100,67,38,2,0,0
2013-08-27,MAGUDE,0,2013,8,27,35,2.71765470504761,FALSE,32,22,13,88,58,17,NA,0,0
2013-08-28,MAGUDE,0,2013,8,28,35,2.71765470504761,FALSE,33,23,14,83,41,11,NA,0,0
2013-08-29,MAGUDE,0,2013,8,29,35,2.71765470504761,FALSE,32,25,18,83,53,15,1,0,0
2013-08-30,MAGUDE,0,2013,8,30,35,2.71765470504761,FALSE,38,33,29,29,26,18,NA,0.5,0.25
2013-08-31,MAGUDE,3.887446641922,2013,8,31,35,6.60510134696961,FALSE,28,23,18,77,43,7,NA,0,0
2013-09-01,MAGUDE,0,2013,9,1,36,6.60510134696961,FALSE,27,19,11,88,42,12,1,0,0
2013-09-02,MAGUDE,0,2013,9,2,36,6.60510134696961,FALSE,26,20,15,89,52,29,1,0,0
2013-09-03,MAGUDE,0,2013,9,3,36,6.60510134696961,FALSE,31,21,12,88,53,11,NA,0,0
2013-09-04,MAGUDE,0,2013,9,4,36,6.60510134696961,FALSE,26,22,17,88,65,43,3,0,0
2013-09-05,MAGUDE,3.14884829521179,2013,9,5,36,9.7539496421814,FALSE,25,21,16,94,69,48,5,0,0
2013-09-06,MAGUDE,0,2013,9,6,36,9.7539496421814,FALSE,33,23,13,94,60,17,6,0,0
2013-09-07,MAGUDE,0,2013,9,7,36,9.7539496421814,FALSE,27,22,18,83,67,47,4,0,0
2013-09-08,MAGUDE,0,2013,9,8,37,9.7539496421814,FALSE,37,27,16,63,18,4,NA,0,0
2013-09-09,MAGUDE,0,2013,9,9,37,9.7539496421814,FALSE,27,22,17,82,62,24,1,0,0
2013-09-10,MAGUDE,3.44680905342102,2013,9,10,37,13.2007586956024,FALSE,26,22,18,94,69,45,3,0,0
2013-09-11,MAGUDE,0,2013,9,11,37,10.4831039905548,FALSE,27,21,16,100,75,50,3,0,0
2013-09-12,MAGUDE,0,2013,9,12,37,10.4831039905548,FALSE,24,21,18,83,70,58,6,0,0
2013-09-13,MAGUDE,0,2013,9,13,37,10.4831039905548,FALSE,34,26,18,94,70,12,3,0,0
2013-09-14,MAGUDE,0,2013,9,14,37,10.4831039905548,FALSE,36,28,21,73,51,22,4,0.5,0.25
2013-09-15,MAGUDE,0,2013,9,15,38,10.4831039905548,FALSE,29,24,21,94,65,48,4,0.5,0.25
2013-09-16,MAGUDE,0,2013,9,16,38,10.4831039905548,FALSE,29,24,21,88,68,48,3,0.5,0.25
2013-09-17,MAGUDE,0,2013,9,17,38,10.4831039905548,FALSE,31,26,20,83,61,40,5,0.5,0.25
2013-09-18,MAGUDE,0,2013,9,18,38,10.4831039905548,FALSE,37,29,21,73,39,14,1,0.5,0.25
2013-09-19,MAGUDE,0,2013,9,19,38,10.4831039905548,FALSE,38,29,21,51,31,12,NA,0.5,0.25
2013-09-20,MAGUDE,0,2013,9,20,38,10.4831039905548,FALSE,38,30,22,53,35,14,1,0.5,0.25
2013-09-21,MAGUDE,0,2013,9,21,38,10.4831039905548,FALSE,26,22,16,88,64,56,6,0,0
2013-09-22,MAGUDE,0,2013,9,22,39,10.4831039905548,FALSE,20,17,14,73,63,56,8,0,0
2013-09-23,MAGUDE,0,2013,9,23,39,10.4831039905548,FALSE,25,21,17,88,67,52,5,0,0
2013-09-24,MAGUDE,0,2013,9,24,39,10.4831039905548,FALSE,38,28,17,94,52,21,3,0,0
2013-09-25,MAGUDE,0,2013,9,25,39,10.4831039905548,FALSE,28,23,19,78,64,45,4,0.5,0.25
2013-09-26,MAGUDE,0,2013,9,26,39,10.4831039905548,FALSE,27,22,17,88,71,54,4,0,0
2013-09-27,MAGUDE,0,2013,9,27,39,10.4831039905548,FALSE,37,28,20,94,65,27,2,0.5,0.25
2013-09-28,MAGUDE,0,2013,9,28,39,10.4831039905548,FALSE,26,23,19,94,72,63,5,0.5,0.25
2013-09-29,MAGUDE,9.82781791687012,2013,9,29,40,20.3109219074249,FALSE,17,16,15,100,87,77,7,0,0
2013-09-30,MAGUDE,0,2013,9,30,40,20.3109219074249,FALSE,23,19,15,88,64,50,4,0,0
2013-10-01,MAGUDE,0,2013,10,1,40,16.4234752655029,FALSE,25,20,15,88,59,41,2,0,0
2013-10-02,MAGUDE,0,2013,10,2,40,16.4234752655029,FALSE,26,19,13,88,60,36,1,0,0
2013-10-03,MAGUDE,0,2013,10,3,40,16.4234752655029,FALSE,27,21,15,88,59,44,2,0,0
2013-10-04,MAGUDE,0,2013,10,4,40,16.4234752655029,FALSE,30,23,16,94,70,43,3,0,0
2013-10-05,MAGUDE,0,2013,10,5,40,16.4234752655029,FALSE,31,26,22,94,71,49,2,0.5,0.25
2013-10-06,MAGUDE,0,2013,10,6,41,13.2746269702911,FALSE,34,27,19,94,62,34,2,0.5,0.25
2013-10-07,MAGUDE,0,2013,10,7,41,13.2746269702911,FALSE,24,22,20,100,63,47,6,0.5,0.25
2013-10-08,MAGUDE,0,2013,10,8,41,13.2746269702911,FALSE,27,22,18,77,62,42,4,0,0
2013-10-09,MAGUDE,0,2013,10,9,41,13.2746269702911,FALSE,31,24,19,83,55,38,5,0.5,0.25
2013-10-10,MAGUDE,0,2013,10,10,41,13.2746269702911,FALSE,30,27,22,88,69,47,4,0.5,0.25
2013-10-11,MAGUDE,0,2013,10,11,41,9.82781791687012,FALSE,38,29,20,88,60,25,2,0.5,0.25
2013-10-12,MAGUDE,0,2013,10,12,41,9.82781791687012,FALSE,43,33,23,73,34,14,2,0,0
2013-10-13,MAGUDE,0,2013,10,13,42,9.82781791687012,FALSE,25,22,19,78,60,47,6,0.5,0.25
2013-10-14,MAGUDE,0,2013,10,14,42,9.82781791687012,FALSE,23,20,18,64,56,44,3,0,0
2013-10-15,MAGUDE,0,2013,10,15,42,9.82781791687012,FALSE,27,21,15,88,60,36,2,0,0
2013-10-16,MAGUDE,0,2013,10,16,42,9.82781791687012,FALSE,33,24,15,82,54,26,1,0,0
2013-10-17,MAGUDE,0,2013,10,17,42,9.82781791687012,FALSE,27,23,21,83,69,54,5,0.5,0.25
2013-10-18,MAGUDE,6.59291982650757,2013,10,18,42,16.4207377433777,FALSE,22,20,18,94,86,73,5,0,0
