date,district,precipitation,year,month,day,week,lag_30,precipitation_risk,temp_max,temp_mean,temp_min,humidity_max,humidity_mean,humidity_min,cloud_cover,temperature_risk,malaria_risk
2010-01-01,BOANE,10.1552171707153,2010,1,1,1,NA,NA,34,30,26,94,66,52,2,0.5,NA
2010-01-02,BOANE,10.1552171707153,2010,1,2,1,NA,NA,31,27,24,89,72,55,5,1,NA
2010-01-03,BOANE,5.07760858535767,2010,1,3,2,NA,NA,32,28,24,94,79,55,6,0.5,NA
2010-01-04,BOANE,0,2010,1,4,2,NA,NA,31,26,21,100,84,58,6,0.5,NA
2010-01-05,BOANE,0,2010,1,5,2,NA,NA,25,23,21,100,82,65,6,0.5,NA
2010-01-06,BOANE,0,2010,1,6,2,NA,NA,28,24,20,83,69,54,3,0.5,NA
2010-01-07,BOANE,0,2010,1,7,2,NA,NA,33,27,21,94,67,46,2,0.5,NA
2010-01-08,BOANE,0,2010,1,8,2,NA,NA,32,27,22,94,69,43,3,0.5,NA
2010-01-09,BOANE,0,2010,1,9,2,NA,NA,30,27,23,94,61,43,3,1,NA
2010-01-10,BOANE,0,2010,1,10,3,NA,NA,30,26,21,88,61,43,3,0.5,NA
2010-01-11,BOANE,0,2010,1,11,3,NA,NA,31,27,24,78,58,43,2,1,NA
2010-01-12,BOANE,0,2010,1,12,3,NA,NA,31,26,22,83,62,46,2,0.5,NA
2010-01-13,BOANE,0,2010,1,13,3,NA,NA,29,27,25,83,69,58,6,1,NA
2010-01-14,BOANE,0,2010,1,14,3,NA,NA,31,27,23,94,67,43,2,1,NA
2010-01-15,BOANE,3.56049561500549,2010,1,15,3,NA,NA,32,26,20,88,70,49,2,0.5,NA
2010-01-16,BOANE,0,2010,1,16,3,NA,NA,30,27,23,100,81,58,6,1,NA
2010-01-17,BOANE,0,2010,1,17,4,NA,NA,30,27,23,83,65,48,5,1,NA
2010-01-18,BOANE,0,2010,1,18,4,NA,NA,30,28,25,74,63,51,5,1,NA
2010-01-19,BOANE,10.0436897277832,2010,1,19,4,NA,NA,38,31,24,78,66,39,4,0.5,NA
2010-01-20,BOANE,0,2010,1,20,4,NA,NA,29,27,25,83,74,65,7,1,NA
2010-01-21,BOANE,0,2010,1,21,4,NA,NA,32,28,24,74,61,49,4,0.5,NA
2010-01-22,BOANE,4.04099082946777,2010,1,22,4,NA,NA,34,29,25,83,69,49,4,0.5,NA
2010-01-23,BOANE,12.1229734420776,2010,1,23,4,NA,NA,33,29,26,78,64,49,3,0.5,NA
2010-01-24,BOANE,16.1639633178711,2010,1,24,5,NA,NA,33,29,26,94,70,49,6,0.5,NA
2010-01-25,BOANE,0,2010,1,25,5,NA,NA,32,28,25,100,78,62,4,0.5,NA
2010-01-26,BOANE,12.7831506729126,2010,1,26,5,NA,NA,32,29,27,94,78,45,3,0.5,NA
2010-01-27,BOANE,25.5663013458252,2010,1,27,5,NA,NA,28,27,25,100,90,79,7,1,NA
2010-01-28,BOANE,0,2010,1,28,5,NA,NA,29,27,24,94,87,79,6,1,NA
2010-01-29,BOANE,0,2010,1,29,5,NA,NA,28,24,22,100,90,70,7,0.5,NA
2010-01-30,BOANE,0,2010,1,30,5,109.669607877731,TRUE,27,24,22,94,79,65,5,0.5,0.75
2010-01-31,BOANE,0,2010,1,31,6,109.669607877731,TRUE,32,26,21,94,75,58,1,0.5,0.75
2010-02-01,BOANE,0,2010,2,1,6,99.5143907070159,TRUE,32,27,23,88,77,62,3,0.5,0.75
2010-02-02,BOANE,0,2010,2,2,6,89.3591735363006,TRUE,30,28,25,89,71,55,5,1,1
2010-02-03,BOANE,0,2010,2,3,6,84.281564950943,TRUE,32,27,23,94,74,52,4,0.5,0.75
2010-02-04,BOANE,0,2010,2,4,6,84.281564950943,TRUE,32,28,24,100,81,62,4,0.5,0.75
2010-02-05,BOANE,0,2010,2,5,6,84.281564950943,TRUE,30,28,25,89,80,66,3,1,1
2010-02-06,BOANE,0,2010,2,6,6,84.281564950943,TRUE,33,28,24,89,73,46,3,0.5,0.75
2010-02-07,BOANE,0,2010,2,7,7,84.281564950943,TRUE,33,29,25,89,75,52,1,0.5,0.75
2010-02-08,BOANE,0,2010,2,8,7,84.281564950943,TRUE,31,27,24,94,74,55,3,1,1
2010-02-09,BOANE,0,2010,2,9,7,84.281564950943,TRUE,31,27,24,83,70,49,3,1,1
2010-02-10,BOANE,0,2010,2,10,7,84.281564950943,TRUE,32,28,24,83,70,52,2,0.5,0.75
2010-02-11,BOANE,0,2010,2,11,7,84.281564950943,TRUE,32,28,24,89,73,55,3,0.5,0.75
2010-02-12,BOANE,0,2010,2,12,7,84.281564950943,TRUE,34,27,19,100,72,55,2,0.5,0.75
2010-02-13,BOANE,0,2010,2,13,7,84.281564950943,TRUE,36,31,26,94,72,53,1,0.5,0.75
2010-02-14,BOANE,29.5448455810547,2010,2,14,8,113.826410531998,TRUE,32,28,24,94,83,66,4,0.5,0.75
2010-02-15,BOANE,0,2010,2,15,8,110.265914916992,TRUE,33,28,24,94,76,46,3,0.5,0.75
2010-02-16,BOANE,0,2010,2,16,8,110.265914916992,TRUE,35,30,25,83,70,52,4,0.5,0.75
2010-02-17,BOANE,17.5244121551514,2010,2,17,8,127.790327072144,TRUE,33,28,23,100,79,63,4,0.5,0.75
2010-02-18,BOANE,0,2010,2,18,8,127.790327072144,TRUE,27,24,23,100,88,79,5,1,1
2010-02-19,BOANE,0,2010,2,19,8,117.74663734436,TRUE,33,28,24,100,81,55,3,0.5,0.75
2010-02-20,BOANE,0,2010,2,20,8,117.74663734436,TRUE,33,28,24,94,73,52,1,0.5,0.75
2010-02-21,BOANE,0,2010,2,21,9,117.74663734436,TRUE,32,27,23,88,71,52,3,0.5,0.75
2010-02-22,BOANE,0,2010,2,22,9,113.705646514893,TRUE,32,28,24,94,76,55,4,0.5,0.75
2010-02-23,BOANE,0,2010,2,23,9,101.582673072815,TRUE,32,28,25,89,68,46,2,0.5,0.75
2010-02-24,BOANE,0,2010,2,24,9,85.4187097549439,TRUE,32,26,19,100,72,55,4,0.5,0.75
2010-02-25,BOANE,0,2010,2,25,9,85.4187097549439,TRUE,32,28,25,94,68,43,3,0.5,0.75
2010-02-26,BOANE,0,2010,2,26,9,72.6355590820313,FALSE,31,27,23,94,80,66,5,1,0.5
2010-02-27,BOANE,0,2010,2,27,9,47.0692577362061,FALSE,42,32,23,83,72,30,4,0,0
2010-02-28,BOANE,0,2010,2,28,10,47.0692577362061,FALSE,31,26,22,88,66,46,2,0.5,0.25
2010-03-01,BOANE,0,2010,3,1,10,47.0692577362061,FALSE,30,25,20,100,77,51,5,0.5,0.25
2010-03-02,BOANE,0,2010,3,2,10,47.0692577362061,FALSE,32,27,22,88,73,55,2,0.5,0.25
2010-03-03,BOANE,0,2010,3,3,10,47.0692577362061,FALSE,27,24,23,94,81,61,6,1,0.5
2010-03-04,BOANE,0,2010,3,4,10,47.0692577362061,FALSE,30,26,22,88,70,48,5,0.5,0.25
2010-03-05,BOANE,0,2010,3,5,10,47.0692577362061,FALSE,28,26,24,78,66,54,6,1,0.5
2010-03-06,BOANE,0,2010,3,6,10,47.0692577362061,FALSE,30,26,22,88,67,45,3,0.5,0.25
2010-03-07,BOANE,0,2010,3,7,11,47.0692577362061,FALSE,30,27,23,83,69,55,3,1,0.5
2010-03-08,BOANE,0,2010,3,8,11,47.0692577362061,FALSE,30,26,22,83,66,45,2,0.5,0.25
2010-03-09,BOANE,0,2010,3,9,11,47.0692577362061,FALSE,30,27,23,94,78,66,3,1,0.5
2010-03-10,BOANE,0,2010,3,10,11,47.0692577362061,FALSE,31,27,23,94,74,52,2,1,0.5
2010-03-11,BOANE,0,2010,3,11,11,47.0692577362061,FALSE,32,28,24,94,70,49,1,0.5,0.25
2010-03-12,BOANE,0,2010,3,12,11,47.0692577362061,FALSE,33,28,24,89,72,49,2,0.5,0.25
2010-03-13,BOANE,0,2010,3,13,11,47.0692577362061,FALSE,32,28,25,94,76,55,5,0.5,0.25
2010-03-14,BOANE,0,2010,3,14,12,47.0692577362061,FALSE,28,27,24,100,85,74,4,1,0.5
2010-03-15,BOANE,0,2010,3,15,12,47.0692577362061,FALSE,29,26,22,88,71,58,5,0.5,0.25
2010-03-16,BOANE,6.60922956466675,2010,3,16,12,53.6784873008729,FALSE,31,27,23,88,72,49,3,1,0.5
2010-03-17,BOANE,6.60922956466675,2010,3,17,12,30.7428712844849,FALSE,32,27,23,89,74,52,3,0.5,0.25
2010-03-18,BOANE,0,2010,3,18,12,30.7428712844849,FALSE,36,29,22,83,66,41,4,0.5,0.25
2010-03-19,BOANE,0,2010,3,19,12,30.7428712844849,FALSE,31,26,22,100,78,52,4,0.5,0.25
2010-03-20,BOANE,0,2010,3,20,12,13.2184591293335,FALSE,31,26,22,94,74,58,3,0.5,0.25
2010-03-21,BOANE,0,2010,3,21,13,13.2184591293335,FALSE,30,27,23,88,69,51,4,1,0.5
2010-03-22,BOANE,0,2010,3,22,13,13.2184591293335,FALSE,31,26,22,94,74,49,1,0.5,0.25
2010-03-23,BOANE,7.66875171661377,2010,3,23,13,20.8872108459473,FALSE,32,27,22,100,77,52,2,0.5,0.25
2010-03-24,BOANE,0,2010,3,24,13,20.8872108459473,FALSE,31,27,23,94,74,52,2,1,0.5
2010-03-25,BOANE,0,2010,3,25,13,20.8872108459473,FALSE,37,30,24,94,75,39,3,0.5,0.25
2010-03-26,BOANE,0,2010,3,26,13,20.8872108459473,FALSE,34,30,26,89,74,56,2,0.5,0.25
2010-03-27,BOANE,0,2010,3,27,13,20.8872108459473,FALSE,37,31,25,100,70,42,3,0.5,0.25
2010-03-28,BOANE,0,2010,3,28,14,20.8872108459473,FALSE,28,26,24,84,71,58,7,1,0.5
2010-03-29,BOANE,0,2010,3,29,14,20.8872108459473,FALSE,30,27,24,83,71,58,5,1,0.5
2010-03-30,BOANE,0,2010,3,30,14,20.8872108459473,FALSE,37,30,23,100,75,37,3,0.5,0.25
2010-03-31,BOANE,28.7555408477783,2010,3,31,14,49.6427516937256,FALSE,29,26,23,100,83,70,4,1,0.5
2010-04-01,BOANE,4.59851932525635,2010,4,1,14,54.2412710189819,FALSE,32,27,22,100,84,62,4,0.5,0.25
2010-04-02,BOANE,9.1970386505127,2010,4,2,14,63.4383096694946,FALSE,29,26,22,100,87,66,5,0.5,0.25
2010-04-03,BOANE,13.7955570220947,2010,4,3,14,77.2338666915893,FALSE,30,27,24,100,84,62,4,1,0.5
2010-04-04,BOANE,9.1970386505127,2010,4,4,15,86.430905342102,TRUE,32,27,23,94,78,59,4,0.5,0.75
2010-04-05,BOANE,4.59851932525635,2010,4,5,15,91.0294246673584,TRUE,26,24,24,94,87,78,6,1,1
2010-04-06,BOANE,0,2010,4,6,15,91.0294246673584,TRUE,31,27,24,100,86,66,5,1,1
2010-04-07,BOANE,6.66174840927124,2010,4,7,15,97.6911730766296,TRUE,30,28,25,94,81,70,4,1,1
2010-04-08,BOANE,0,2010,4,8,15,97.6911730766296,TRUE,30,27,24,94,79,62,4,1,1
2010-04-09,BOANE,0,2010,4,9,15,97.6911730766296,TRUE,32,27,23,100,77,59,4,0.5,0.75
2010-04-10,BOANE,0,2010,4,10,15,97.6911730766296,TRUE,29,26,22,83,74,62,6,0.5,0.75
2010-04-11,BOANE,0,2010,4,11,16,97.6911730766296,TRUE,26,23,20,88,75,54,5,0.5,0.75
2010-04-12,BOANE,0,2010,4,12,16,97.6911730766296,TRUE,29,24,21,88,69,45,4,0.5,0.75
2010-04-13,BOANE,0,2010,4,13,16,97.6911730766296,TRUE,29,24,21,83,62,37,2,0.5,0.75
2010-04-14,BOANE,0,2010,4,14,16,97.6911730766296,TRUE,24,20,19,88,85,73,3,0.5,0.75
2010-04-15,BOANE,0,2010,4,15,16,97.6911730766296,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-16,BOANE,0,2010,4,16,16,91.0819435119629,TRUE,30,28,25,83,71,58,3,1,1
2010-04-17,BOANE,0,2010,4,17,16,84.4727139472961,TRUE,30,27,23,89,76,62,2,1,1
2010-04-18,BOANE,0,2010,4,18,17,84.4727139472961,TRUE,35,29,23,88,67,44,2,0.5,0.75
2010-04-19,BOANE,0,2010,4,19,17,84.4727139472961,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-20,BOANE,14.0764617919922,2010,4,20,17,98.5491757392883,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-21,BOANE,0,2010,4,21,17,98.5491757392883,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-22,BOANE,0,2010,4,22,17,98.5491757392883,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-23,BOANE,0,2010,4,23,17,90.8804240226745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-24,BOANE,0,2010,4,24,17,90.8804240226745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-25,BOANE,0,2010,4,25,18,90.8804240226745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-26,BOANE,0,2010,4,26,18,90.8804240226745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-27,BOANE,0,2010,4,27,18,90.8804240226745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-28,BOANE,0,2010,4,28,18,90.8804240226745,TRUE,30,29,26,74,57,48,2,1,1
2010-04-29,BOANE,0,2010,4,29,18,90.8804240226745,TRUE,29,24,20,100,75,55,2,0.5,0.75
2010-04-30,BOANE,0,2010,4,30,18,90.8804240226745,TRUE,28,24,20,88,70,51,3,0.5,0.75
2010-05-01,BOANE,0,2010,5,1,18,62.1248831748962,FALSE,28,23,19,100,79,54,2,0.5,0.25
2010-05-02,BOANE,0,2010,5,2,19,57.5263638496399,FALSE,28,24,21,94,80,54,4,0.5,0.25
2010-05-03,BOANE,0,2010,5,3,19,48.3293251991272,FALSE,30,24,19,94,71,48,1,0.5,0.25
2010-05-04,BOANE,5.51988840103149,2010,5,4,19,40.053656578064,FALSE,32,26,20,83,63,40,2,0.5,0.25
2010-05-05,BOANE,0,2010,5,5,19,30.8566179275513,FALSE,35,28,21,83,55,25,1,0.5,0.25
2010-05-06,BOANE,0,2010,5,6,19,26.2580986022949,FALSE,30,26,22,100,78,55,2,0.5,0.25
2010-05-07,BOANE,0,2010,5,7,19,26.2580986022949,FALSE,35,28,21,100,76,30,2,0.5,0.25
2010-05-08,BOANE,0,2010,5,8,19,19.5963501930237,FALSE,28,24,22,100,79,66,4,0.5,0.25
2010-05-09,BOANE,0,2010,5,9,20,19.5963501930237,FALSE,32,26,21,100,75,49,1,0.5,0.25
2010-05-10,BOANE,0,2010,5,10,20,19.5963501930237,FALSE,36,29,22,78,52,26,2,0.5,0.25
2010-05-11,BOANE,0,2010,5,11,20,19.5963501930237,FALSE,35,28,21,83,60,16,2,0.5,0.25
2010-05-12,BOANE,0,2010,5,12,20,19.5963501930237,FALSE,28,24,21,88,74,58,4,0.5,0.25
2010-05-13,BOANE,0,2010,5,13,20,19.5963501930237,FALSE,28,24,20,100,80,54,4,0.5,0.25
2010-05-14,BOANE,0,2010,5,14,20,19.5963501930237,FALSE,29,24,20,94,77,55,4,0.5,0.25
2010-05-15,BOANE,0,2010,5,15,20,19.5963501930237,FALSE,27,23,20,94,78,61,4,0.5,0.25
2010-05-16,BOANE,0,2010,5,16,21,19.5963501930237,FALSE,27,23,21,100,76,58,4,0.5,0.25
2010-05-17,BOANE,0,2010,5,17,21,19.5963501930237,FALSE,27,23,19,88,71,51,3,0.5,0.25
2010-05-18,BOANE,0,2010,5,18,21,19.5963501930237,FALSE,27,22,17,88,73,48,1,0,0
2010-05-19,BOANE,0,2010,5,19,21,19.5963501930237,FALSE,27,22,17,100,79,57,4,0,0
2010-05-20,BOANE,0,2010,5,20,21,19.5963501930237,FALSE,28,24,20,94,80,58,2,0.5,0.25
2010-05-21,BOANE,0,2010,5,21,21,5.51988840103149,FALSE,28,24,20,94,76,51,2,0.5,0.25
2010-05-22,BOANE,2.74004697799683,2010,5,22,21,8.25993537902832,FALSE,26,22,19,100,77,61,3,0.5,0.25
2010-05-23,BOANE,0,2010,5,23,22,8.25993537902832,FALSE,26,22,18,88,72,61,4,0,0
2010-05-24,BOANE,0,2010,5,24,22,8.25993537902832,FALSE,28,22,17,100,77,48,2,0,0
2010-05-25,BOANE,0,2010,5,25,22,8.25993537902832,FALSE,27,21,15,100,76,42,1,0,0
2010-05-26,BOANE,0,2010,5,26,22,8.25993537902832,FALSE,29,21,14,100,78,40,1,0,0
2010-05-27,BOANE,0,2010,5,27,22,8.25993537902832,FALSE,29,22,15,100,73,37,1,0,0
2010-05-28,BOANE,0,2010,5,28,22,8.25993537902832,FALSE,32,24,18,73,50,26,3,0,0
2010-05-29,BOANE,0,2010,5,29,22,8.25993537902832,FALSE,25,22,18,69,55,41,5,0,0
2010-05-30,BOANE,0,2010,5,30,23,8.25993537902832,FALSE,22,19,16,88,70,57,5,0,0
2010-05-31,BOANE,0,2010,5,31,23,8.25993537902832,FALSE,24,20,16,88,72,53,4,0,0
2010-06-01,BOANE,0,2010,6,1,23,8.25993537902832,FALSE,26,21,16,88,73,47,3,0,0
2010-06-02,BOANE,0,2010,6,2,23,8.25993537902832,FALSE,26,20,15,88,66,36,3,0,0
2010-06-03,BOANE,0,2010,6,3,23,8.25993537902832,FALSE,26,20,15,88,68,44,2,0,0
2010-06-04,BOANE,0,2010,6,4,23,2.74004697799683,FALSE,27,20,13,100,67,34,1,0,0
2010-06-05,BOANE,0,2010,6,5,23,2.74004697799683,FALSE,27,20,14,77,63,48,1,0,0
2010-06-06,BOANE,0,2010,6,6,24,2.74004697799683,FALSE,26,20,15,100,82,54,2,0,0
2010-06-07,BOANE,0,2010,6,7,24,2.74004697799683,FALSE,30,22,15,100,64,31,1,0,0
2010-06-08,BOANE,0,2010,6,8,24,2.74004697799683,FALSE,30,23,16,72,54,33,NA,0,0
2010-06-09,BOANE,3.10912537574768,2010,6,9,24,5.84917235374451,FALSE,27,22,17,88,69,51,3,0,0
2010-06-10,BOANE,0,2010,6,10,24,5.84917235374451,FALSE,25,21,17,83,69,54,3,0,0
2010-06-11,BOANE,0,2010,6,11,24,5.84917235374451,FALSE,25,20,16,100,76,54,2,0,0
2010-06-12,BOANE,0,2010,6,12,24,5.84917235374451,FALSE,28,22,17,100,83,45,2,0,0
2010-06-13,BOANE,0,2010,6,13,25,5.84917235374451,FALSE,33,24,16,94,57,26,1,0,0
2010-06-14,BOANE,0,2010,6,14,25,5.84917235374451,FALSE,28,22,17,100,66,41,1,0,0
2010-06-15,BOANE,0,2010,6,15,25,5.84917235374451,FALSE,29,22,14,64,47,20,2,0,0
2010-06-16,BOANE,0,2010,6,16,25,5.84917235374451,FALSE,22,16,11,68,50,28,1,0,0
2010-06-17,BOANE,0,2010,6,17,25,5.84917235374451,FALSE,23,17,12,67,49,25,1,0,0
2010-06-18,BOANE,0,2010,6,18,25,5.84917235374451,FALSE,23,17,11,82,64,41,4,0,0
2010-06-19,BOANE,0,2010,6,19,25,5.84917235374451,FALSE,25,19,13,94,68,36,3,0,0
2010-06-20,BOANE,0,2010,6,20,26,5.84917235374451,FALSE,25,18,11,88,65,34,1,0,0
2010-06-21,BOANE,0,2010,6,21,26,5.84917235374451,FALSE,26,18,10,88,65,24,1,0,0
2010-06-22,BOANE,0,2010,6,22,26,3.10912537574768,FALSE,26,19,12,94,69,36,NA,0,0
2010-06-23,BOANE,0,2010,6,23,26,3.10912537574768,FALSE,24,18,12,100,78,50,3,0,0
2010-06-24,BOANE,0,2010,6,24,26,3.10912537574768,FALSE,25,19,14,94,73,39,3,0,0
2010-06-25,BOANE,0,2010,6,25,26,3.10912537574768,FALSE,28,20,12,100,81,35,2,0,0
2010-06-26,BOANE,0,2010,6,26,26,3.10912537574768,FALSE,30,22,14,100,67,22,1,0,0
2010-06-27,BOANE,6.21537399291992,2010,6,27,27,9.3244993686676,FALSE,26,20,15,100,82,54,4,0,0
2010-06-28,BOANE,0,2010,6,28,27,9.3244993686676,FALSE,24,20,16,100,83,53,4,0,0
2010-06-29,BOANE,0,2010,6,29,27,9.3244993686676,FALSE,26,19,13,100,86,51,2,0,0
2010-06-30,BOANE,0,2010,6,30,27,9.3244993686676,FALSE,29,22,16,100,73,25,1,0,0
2010-07-01,BOANE,6.95980930328369,2010,7,1,27,16.2843086719513,FALSE,22,20,17,100,95,78,6,0,0
2010-07-02,BOANE,0,2010,7,2,27,16.2843086719513,FALSE,23,19,16,100,87,57,5,0,0
2010-07-03,BOANE,0,2010,7,3,27,16.2843086719513,FALSE,24,19,15,100,83,53,4,0,0
2010-07-04,BOANE,0,2010,7,4,28,16.2843086719513,FALSE,24,20,17,100,89,73,6,0,0
2010-07-05,BOANE,0,2010,7,5,28,16.2843086719513,FALSE,24,20,16,100,93,65,3,0,0
2010-07-06,BOANE,0,2010,7,6,28,16.2843086719513,FALSE,27,20,14,100,86,48,1,0,0
2010-07-07,BOANE,2.68668293952942,2010,7,7,28,18.9709916114807,FALSE,24,19,14,100,88,60,4,0,0
2010-07-08,BOANE,0,2010,7,8,28,18.9709916114807,FALSE,25,21,17,94,80,57,5,0,0
2010-07-09,BOANE,0,2010,7,9,28,18.9709916114807,FALSE,25,20,16,94,77,54,3,0,0
2010-07-10,BOANE,0,2010,7,10,28,15.861866235733,FALSE,29,21,14,94,66,26,NA,0,0
2010-07-11,BOANE,0,2010,7,11,29,15.861866235733,FALSE,31,21,11,88,49,19,1,0,0
2010-07-12,BOANE,0,2010,7,12,29,15.861866235733,FALSE,22,18,15,88,59,40,4,0,0
2010-07-13,BOANE,0,2010,7,13,29,15.861866235733,FALSE,23,18,13,88,60,43,4,0,0
2010-07-14,BOANE,0,2010,7,14,29,15.861866235733,FALSE,24,18,13,88,77,47,1,0,0
2010-07-15,BOANE,0,2010,7,15,29,15.861866235733,FALSE,19,15,15,82,67,52,4,0,0
2010-07-16,BOANE,0,2010,7,16,29,15.861866235733,FALSE,24,19,13,58,39,25,2,0,0
2010-07-17,BOANE,0,2010,7,17,29,15.861866235733,FALSE,25,18,11,94,55,25,1,0,0
2010-07-18,BOANE,0,2010,7,18,30,15.861866235733,FALSE,25,18,12,94,74,36,1,0,0
2010-07-19,BOANE,0,2010,7,19,30,15.861866235733,FALSE,25,18,11,100,79,50,2,0,0
2010-07-20,BOANE,0,2010,7,20,30,15.861866235733,FALSE,25,19,13,100,80,54,3,0,0
2010-07-21,BOANE,0,2010,7,21,30,15.861866235733,FALSE,23,19,16,94,89,65,6,0,0
2010-07-22,BOANE,0,2010,7,22,30,15.861866235733,FALSE,25,20,15,94,80,50,3,0,0
2010-07-23,BOANE,0,2010,7,23,30,15.861866235733,FALSE,28,21,15,94,79,48,2,0,0
2010-07-24,BOANE,0,2010,7,24,30,15.861866235733,FALSE,25,20,15,94,82,61,1,0,0
2010-07-25,BOANE,0,2010,7,25,31,15.861866235733,FALSE,30,22,15,100,73,31,2,0,0
2010-07-26,BOANE,0,2010,7,26,31,15.861866235733,FALSE,26,22,18,94,76,50,4,0,0
2010-07-27,BOANE,0,2010,7,27,31,15.861866235733,FALSE,27,21,16,94,77,51,2,0,0
2010-07-28,BOANE,0,2010,7,28,31,9.64649224281311,FALSE,27,22,17,94,78,48,3,0,0
2010-07-29,BOANE,0,2010,7,29,31,9.64649224281311,FALSE,25,20,15,100,77,53,5,0,0
2010-07-30,BOANE,0,2010,7,30,31,9.64649224281311,FALSE,22,18,15,88,71,57,6,0,0
2010-07-31,BOANE,0,2010,7,31,31,9.64649224281311,FALSE,26,19,12,94,72,36,2,0,0
2010-08-01,BOANE,0,2010,8,1,32,2.68668293952942,FALSE,26,19,13,94,76,36,1,0,0
2010-08-02,BOANE,0,2010,8,2,32,2.68668293952942,FALSE,25,19,13,94,75,44,3,0,0
2010-08-03,BOANE,0,2010,8,3,32,2.68668293952942,FALSE,26,20,14,94,80,47,1,0,0
2010-08-04,BOANE,0,2010,8,4,32,2.68668293952942,FALSE,26,20,14,100,79,47,2,0,0
2010-08-05,BOANE,0,2010,8,5,32,2.68668293952942,FALSE,27,20,14,100,75,37,1,0,0
2010-08-06,BOANE,0,2010,8,6,32,2.68668293952942,FALSE,26,19,13,94,75,44,2,0,0
2010-08-07,BOANE,0,2010,8,7,32,0,FALSE,25,21,17,94,78,54,4,0,0
2010-08-08,BOANE,0,2010,8,8,33,0,FALSE,30,21,13,100,66,29,1,0,0
2010-08-09,BOANE,2.6625964641571,2010,8,9,33,2.6625964641571,FALSE,25,21,18,69,61,52,2,0,0
2010-08-10,BOANE,0,2010,8,10,33,2.6625964641571,FALSE,24,19,15,68,44,23,4,0,0
2010-08-11,BOANE,2.38529133796692,2010,8,11,33,5.04788780212402,FALSE,16,NA,16,94,94,94,8,0,0
2010-08-12,BOANE,0,2010,8,12,33,5.04788780212402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-13,BOANE,0,2010,8,13,33,5.04788780212402,FALSE,14,NA,14,94,94,94,6,0,0
2010-08-14,BOANE,0,2010,8,14,33,5.04788780212402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-15,BOANE,0,2010,8,15,34,5.04788780212402,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-16,BOANE,0,2010,8,16,34,5.04788780212402,FALSE,23,20,17,88,73,53,1,0,0
2010-08-17,BOANE,0,2010,8,17,34,5.04788780212402,FALSE,25,20,16,88,73,50,2,0,0
2010-08-18,BOANE,0,2010,8,18,34,5.04788780212402,FALSE,31,22,13,94,57,25,1,0,0
2010-08-19,BOANE,0,2010,8,19,34,5.04788780212402,FALSE,26,21,17,73,58,46,6,0,0
2010-08-20,BOANE,0,2010,8,20,34,5.04788780212402,FALSE,22,18,14,77,60,49,6,0,0
2010-08-21,BOANE,0,2010,8,21,34,5.04788780212402,FALSE,24,17,11,82,59,41,1,0,0
2010-08-22,BOANE,0,2010,8,22,35,5.04788780212402,FALSE,33,23,13,77,43,17,NA,0,0
2010-08-23,BOANE,0,2010,8,23,35,5.04788780212402,FALSE,25,19,14,88,61,38,3,0,0
2010-08-24,BOANE,0,2010,8,24,35,5.04788780212402,FALSE,24,20,17,77,64,47,3,0,0
2010-08-25,BOANE,0,2010,8,25,35,5.04788780212402,FALSE,25,21,17,88,71,50,4,0,0
2010-08-26,BOANE,0,2010,8,26,35,5.04788780212402,FALSE,29,21,13,94,75,37,0,0,0
2010-08-27,BOANE,0,2010,8,27,35,5.04788780212402,FALSE,23,20,17,94,84,65,2,0,0
2010-08-28,BOANE,0,2010,8,28,35,5.04788780212402,FALSE,28,21,15,94,74,45,3,0,0
2010-08-29,BOANE,0,2010,8,29,36,5.04788780212402,FALSE,26,22,18,94,81,65,1,0,0
2010-08-30,BOANE,0,2010,8,30,36,5.04788780212402,FALSE,26,23,19,94,79,61,4,0.5,0.25
2010-08-31,BOANE,0,2010,8,31,36,5.04788780212402,FALSE,29,22,16,100,77,45,1,0,0
2010-09-01,BOANE,0,2010,9,1,36,5.04788780212402,FALSE,36,26,17,94,62,15,1,0,0
2010-09-02,BOANE,0,2010,9,2,36,5.04788780212402,FALSE,27,22,17,78,63,46,3,0,0
2010-09-03,BOANE,0,2010,9,3,36,5.04788780212402,FALSE,25,22,19,78,66,50,5,0.5,0.25
2010-09-04,BOANE,0,2010,9,4,36,5.04788780212402,FALSE,28,23,19,88,67,39,4,0.5,0.25
2010-09-05,BOANE,0,2010,9,5,37,5.04788780212402,FALSE,25,20,15,88,74,54,4,0,0
2010-09-06,BOANE,0,2010,9,6,37,5.04788780212402,FALSE,27,23,20,88,69,48,4,0.5,0.25
