year,week,district,precipitation
2011,50,MANHICA,0
2011,50,MARRACUENE,5.5758318901062
2011,50,MATOLA,6.08321380615234
2011,50,MATUTUINE,4.4081711769104
2011,50,MOAMBA,0
2011,50,NAMAACHA,9.24127006530762
2011,51,BOANE,23.9568042755127
2011,51,MAGUDE,57.3302917480469
2011,51,MANHICA,51.904260635376
2011,51,MARRACUENE,43.9890518188477
2011,51,MATOLA,23.9355568885803
2011,51,MATUTUINE,28.0222759246826
2011,51,MOAMBA,39.7861094474792
2011,51,NAMAACHA,29.7126922607422
2011,52,BOANE,26.106164932251
2011,52,MAGUDE,18.7748413085938
2011,52,MANHICA,15.855978012085
2011,52,MARRACUENE,26.2059860229492
2011,52,MATOLA,23.9558200836182
2011,52,MATUTUINE,18.3835144042969
2011,52,MOAMBA,33.8346552848816
2011,52,NAMAACHA,35.5422134399414
2011,53,BOANE,12.5699586868286
2011,53,MAGUDE,14.5183153152466
2011,53,MANHICA,15.9889450073242
2011,53,MARRACUENE,14.8516693115234
2011,53,MATOLA,13.2044801712036
2011,53,MATUTUINE,0
2011,53,MOAMBA,14.930947303772
2011,53,NAMAACHA,16.3727588653564
2012,2,BOANE,9.39047241210938
2012,2,MAGUDE,4.08040618896484
2012,2,MANHICA,5.75681495666504
2012,2,MARRACUENE,7.65381097793579
2012,2,MATOLA,7.6887788772583
2012,2,MATUTUINE,10.8915076255798
2012,2,MOAMBA,7.28264093399048
2012,2,NAMAACHA,13.4774858951569
2012,3,BOANE,11.0668916702271
2012,3,MAGUDE,0
2012,3,MANHICA,0
2012,3,MARRACUENE,5.46300888061523
2012,3,MATOLA,10.1822242736816
2012,3,MATUTUINE,15.4094944000244
2012,3,MOAMBA,6.56761693954468
2012,3,NAMAACHA,10.7871904373169
2012,4,BOANE,90.5247650146484
2012,4,MAGUDE,60.8408432006836
2012,4,MANHICA,76.8035945892334
2012,4,MARRACUENE,89.4041366577148
2012,4,MATOLA,105.03625202179
2012,4,MATUTUINE,84.7695541381836
2012,4,MOAMBA,77.1223411560059
2012,4,NAMAACHA,117.421752929688
2012,5,BOANE,0
2012,5,MAGUDE,0
2012,5,MANHICA,0
2012,5,MARRACUENE,0
2012,5,MATOLA,0
2012,5,MATUTUINE,0
2012,5,MOAMBA,0
2012,5,NAMAACHA,0
2012,6,BOANE,0
2012,6,MAGUDE,0
2012,6,MANHICA,0
2012,6,MARRACUENE,0
2012,6,MATOLA,0
2012,6,MATUTUINE,0
2012,6,MOAMBA,0
2012,6,NAMAACHA,0
2012,7,BOANE,23.8938064575195
2012,7,MAGUDE,17.8592758178711
2012,7,MANHICA,15.351863861084
2012,7,MARRACUENE,19.4239692687988
2012,7,MATOLA,28.8659477233887
2012,7,MATUTUINE,41.2165355682373
2012,7,MOAMBA,9.03143310546875
2012,7,NAMAACHA,46.468243598938
2012,8,BOANE,8.07728672027588
2012,8,MAGUDE,10.5741672515869
2012,8,MANHICA,23.5955200195312
2012,8,MARRACUENE,19.4239692687988
2012,8,MATOLA,12.3177547454834
2012,8,MATUTUINE,31.0975151062012
2012,8,MOAMBA,13.5471506118774
2012,8,NAMAACHA,14.1737957000732
2012,9,BOANE,17.5628623962402
2012,9,MAGUDE,24.3825960159302
2012,9,MANHICA,40.8193588256836
2012,9,MARRACUENE,38.7044334411621
2012,9,MATOLA,30.8806762695312
2012,9,MATUTUINE,19.5946598052979
2012,9,MOAMBA,29.1910772323608
2012,9,NAMAACHA,35.9237623214722
2012,10,BOANE,21.2782974243164
2012,10,MAGUDE,0
2012,10,MANHICA,10.772575378418
2012,10,MARRACUENE,22.4420871734619
2012,10,MATOLA,21.7179164886475
2012,10,MATUTUINE,40.7852935791016
2012,10,MOAMBA,0
2012,10,NAMAACHA,31.0063648223877
2012,11,BOANE,0
2012,11,MAGUDE,0
2012,11,MANHICA,0
2012,11,MARRACUENE,0
2012,11,MATOLA,0
2012,11,MATUTUINE,0
2012,11,MOAMBA,0
2012,11,NAMAACHA,0
2012,12,BOANE,16.5675926208496
2012,12,MAGUDE,0
2012,12,MANHICA,31.2460680007935
2012,12,MARRACUENE,40.9745950698853
2012,12,MATOLA,21.5748724937439
2012,12,MATUTUINE,11.4229679107666
2012,12,MOAMBA,30.1203756332397
2012,12,NAMAACHA,25.9210071563721
2012,13,BOANE,0
2012,13,MAGUDE,0
2012,13,MANHICA,0
2012,13,MARRACUENE,0
2012,13,MATOLA,0
2012,13,MATUTUINE,0
2012,13,MOAMBA,0
2012,13,NAMAACHA,0
2012,14,BOANE,20.3048844337463
2012,14,MAGUDE,83.2720756530762
2012,14,MANHICA,43.7194557189941
2012,14,MARRACUENE,40.3492012023926
2012,14,MATOLA,32.2463455200195
2012,14,MATUTUINE,16.6561908721924
2012,14,MOAMBA,27.5219931602478
2012,14,NAMAACHA,38.2906064987183
2012,15,BOANE,0
2012,15,MAGUDE,0
2012,15,MANHICA,0
2012,15,MARRACUENE,0
2012,15,MATOLA,0
2012,15,MATUTUINE,0
2012,15,MOAMBA,0
2012,15,NAMAACHA,0
2012,16,BOANE,4.76136589050293
2012,16,MAGUDE,4.22099590301514
2012,16,MANHICA,6.00129652023315
2012,16,MARRACUENE,6.01682376861572
2012,16,MATOLA,9.03342151641846
2012,16,MATUTUINE,3.9427764415741
2012,16,MOAMBA,10.5939240455627
2012,16,NAMAACHA,6.411208152771
2012,17,BOANE,0
2012,17,MAGUDE,0
2012,17,MANHICA,6.02130508422852
2012,17,MARRACUENE,5.69979810714722
2012,17,MATOLA,0
2012,17,MATUTUINE,3.42685556411743
2012,17,MOAMBA,0
2012,17,NAMAACHA,5.28524112701416
2012,18,BOANE,7.53584861755371
2012,18,MAGUDE,9.5463855266571
2012,18,MANHICA,18.5239086151123
2012,18,MARRACUENE,18.2850623130798
2012,18,MATOLA,13.8003129959106
2012,18,MATUTUINE,9.22364139556885
2012,18,MOAMBA,7.41963958740234
2012,18,NAMAACHA,8.31818866729736
2012,19,BOANE,0
2012,19,MAGUDE,0
2012,19,MANHICA,0
2012,19,MARRACUENE,0
2012,19,MATOLA,0
2012,19,MATUTUINE,0
2012,19,MOAMBA,0
2012,19,NAMAACHA,0
2012,20,BOANE,0
2012,20,MAGUDE,0
2012,20,MANHICA,0
2012,20,MARRACUENE,0
2012,20,MATOLA,0
2012,20,MATUTUINE,0
2012,20,MOAMBA,0
2012,20,NAMAACHA,0
2012,21,BOANE,0
2012,21,MAGUDE,0
2012,21,MANHICA,0
2012,21,MARRACUENE,0
2012,21,MATOLA,0
2012,21,MATUTUINE,0
2012,21,MOAMBA,0
2012,21,NAMAACHA,0
2012,22,BOANE,3.51815724372864
2012,22,MAGUDE,0
2012,22,MANHICA,5.91232776641846
2012,22,MARRACUENE,0
2012,22,MATOLA,4.8277268409729
2012,22,MATUTUINE,3.84905695915222
2012,22,MOAMBA,2.55785274505615
2012,22,NAMAACHA,9.50628519058228
2012,23,BOANE,2.82515621185303
2012,23,MAGUDE,0
2012,23,MANHICA,3.39226913452148
2012,23,MARRACUENE,0
2012,23,MATOLA,3.59941911697388
2012,23,MATUTUINE,3.66759753227234
2012,23,MOAMBA,2.73049116134644
2012,23,NAMAACHA,4.3173942565918
2012,24,BOANE,0
2012,24,MAGUDE,0
2012,24,MANHICA,0
2012,24,MARRACUENE,0
2012,24,MATOLA,0
2012,24,MATUTUINE,0
2012,24,MOAMBA,0
2012,24,NAMAACHA,3.76557993888855
2012,25,BOANE,2.94904351234436
2012,25,MAGUDE,0
2012,25,MANHICA,1.93277406692505
2012,25,MARRACUENE,4.02792501449585
2012,25,MATOLA,2.85169434547424
2012,25,MATUTUINE,3.50748252868652
2012,25,MOAMBA,2.99838519096375
2012,25,NAMAACHA,0
2012,26,BOANE,3.42379450798035
2012,26,MAGUDE,10.7009029388428
2012,26,MANHICA,3.60572838783264
2012,26,MARRACUENE,5.85876846313477
2012,26,MATOLA,3.4406373500824
2012,26,MATUTUINE,4.51687669754028
2012,26,MOAMBA,3.28542184829712
2012,26,NAMAACHA,0
2012,27,BOANE,0
2012,27,MAGUDE,0
2012,27,MANHICA,0
2012,27,MARRACUENE,0
2012,27,MATOLA,0
2012,27,MATUTUINE,0
2012,27,MOAMBA,0
2012,27,NAMAACHA,0
2012,28,BOANE,0
2012,28,MAGUDE,0
2012,28,MANHICA,4.52383089065552
2012,28,MARRACUENE,0
2012,28,MATOLA,0
2012,28,MATUTUINE,0
2012,28,MOAMBA,0
2012,28,NAMAACHA,0
2012,29,BOANE,2.53466176986694
2012,29,MAGUDE,10.6382532119751
2012,29,MANHICA,5.91984176635742
2012,29,MARRACUENE,6.74384212493896
2012,29,MATOLA,3.50868058204651
2012,29,MATUTUINE,4.33447599411011
2012,29,MOAMBA,0
2012,29,NAMAACHA,3.54077363014221
2012,30,BOANE,0
2012,30,MAGUDE,0
2012,30,MANHICA,0
2012,30,MARRACUENE,0
2012,30,MATOLA,0
2012,30,MATUTUINE,0
2012,30,MOAMBA,0
2012,30,NAMAACHA,0
2012,31,BOANE,2.57158041000366
2012,31,MAGUDE,0
2012,31,MANHICA,0
2012,31,MARRACUENE,0
2012,31,MATOLA,2.96118688583374
2012,31,MATUTUINE,4.57368564605713
2012,31,MOAMBA,0
2012,31,NAMAACHA,3.44271659851074
2012,32,BOANE,0
2012,32,MAGUDE,0
2012,32,MANHICA,0
2012,32,MARRACUENE,0
2012,32,MATOLA,0
2012,32,MATUTUINE,0
2012,32,MOAMBA,0
2012,32,NAMAACHA,0
2012,33,BOANE,0
2012,33,MAGUDE,3.20797109603882
2012,33,MANHICA,0
2012,33,MARRACUENE,0
2012,33,MATOLA,0
2012,33,MATUTUINE,0
2012,33,MOAMBA,0
2012,33,NAMAACHA,0
2012,34,BOANE,2.61355948448181
2012,34,MAGUDE,3.6401252746582
2012,34,MANHICA,4.33263444900513
2012,34,MARRACUENE,4.16883707046509
2012,34,MATOLA,5.64125347137451
2012,34,MATUTUINE,3.91137313842773
2012,34,MOAMBA,0
2012,34,NAMAACHA,3.51933431625366
2012,35,BOANE,0
2012,35,MAGUDE,0
2012,35,MANHICA,0
2012,35,MARRACUENE,0
2012,35,MATOLA,0
2012,35,MATUTUINE,0
2012,35,MOAMBA,0
2012,35,NAMAACHA,0
2012,36,BOANE,2.83331441879272
2012,36,MAGUDE,0
2012,36,MANHICA,5.35703563690186
2012,36,MARRACUENE,5.11217737197876
2012,36,MATOLA,0
2012,36,MATUTUINE,4.8237133026123
2012,36,MOAMBA,0
2012,36,NAMAACHA,3.35952019691467
2012,37,BOANE,37.072940826416
2012,37,MAGUDE,23.5958766937256
2012,37,MANHICA,50.7182931900024
2012,37,MARRACUENE,36.3701505661011
2012,37,MATOLA,59.930061340332
2012,37,MATUTUINE,104.270830154419
2012,37,MOAMBA,46.954158782959
2012,37,NAMAACHA,55.5864949226379
2012,38,BOANE,17.0599555969238
2012,38,MAGUDE,13.669041633606
2012,38,MANHICA,21.6027793884277
2012,38,MARRACUENE,15.2765555381775
2012,38,MATOLA,0
2012,38,MATUTUINE,0
2012,38,MOAMBA,0
2012,38,NAMAACHA,19.0783271789551
2012,39,BOANE,0
2012,39,MAGUDE,8.02064037322998
2012,39,MANHICA,20.1435401439667
2012,39,MARRACUENE,12.8791751861572
2012,39,MATOLA,12.1367177963257
2012,39,MATUTUINE,0
2012,39,MOAMBA,0
2012,39,NAMAACHA,14.2524871826172
2012,40,BOANE,11.171971321106
2012,40,MAGUDE,12.565146446228
2012,40,MANHICA,21.3592085838318
2012,40,MARRACUENE,8.41076374053955
2012,40,MATOLA,17.5821418762207
2012,40,MATUTUINE,13.73131275177
2012,40,MOAMBA,10.1000423431396
2012,40,NAMAACHA,11.3837161064148
2012,41,BOANE,0
2012,41,MAGUDE,0
2012,41,MANHICA,0
2012,41,MARRACUENE,0
2012,41,MATOLA,0
2012,41,MATUTUINE,0
2012,41,MOAMBA,0
2012,41,NAMAACHA,0
2012,42,BOANE,66.2843339443207
2012,42,MAGUDE,45.1346092224121
2012,42,MANHICA,74.5324687957764
2012,42,MARRACUENE,61.3564052581787
2012,42,MATOLA,65.7336716651917
2012,42,MATUTUINE,69.0540704727173
2012,42,MOAMBA,46.9855470657349
2012,42,NAMAACHA,73.8613004684448
2012,43,BOANE,35.3674879074097
2012,43,MAGUDE,18.4143464565277
2012,43,MANHICA,31.0560827255249
2012,43,MARRACUENE,23.4221992492676
2012,43,MATOLA,25.058865070343
2012,43,MATUTUINE,46.2239189147949
2012,43,MOAMBA,19.4119019508362
2012,43,NAMAACHA,29.0327787399292
2012,44,BOANE,19.8090839385986
2012,44,MAGUDE,20.9968709945679
2012,44,MANHICA,36.4133787155151
2012,44,MARRACUENE,23.8820362091064
2012,44,MATOLA,17.2039132118225
2012,44,MATUTUINE,20.3221549987793
2012,44,MOAMBA,14.8291530609131
2012,44,NAMAACHA,23.0073566436768
2012,45,BOANE,11.8763337135315
2012,45,MAGUDE,11.6456003189087
2012,45,MANHICA,18.3243827819824
2012,45,MARRACUENE,17.8753719329834
2012,45,MATOLA,15.6058161258698
2012,45,MATUTUINE,20.1829962730408
2012,45,MOAMBA,8.70876884460449
2012,45,NAMAACHA,15.7984821796417
2012,46,BOANE,11.2129373550415
2012,46,MAGUDE,23.9642333984375
2012,46,MANHICA,19.4305176734924
2012,46,MARRACUENE,16.67316198349
2012,46,MATOLA,11.1992833614349
2012,46,MATUTUINE,17.9228734970093
2012,46,MOAMBA,21.4108581542969
2012,46,NAMAACHA,18.429844379425
2012,47,BOANE,7.8873074054718
2012,47,MAGUDE,3.94438695907593
2012,47,MANHICA,6.76187181472778
2012,47,MARRACUENE,7.10529899597168
2012,47,MATOLA,7.71997356414795
2012,47,MATUTUINE,8.49651122093201
2012,47,MOAMBA,8.03884887695312
2012,47,NAMAACHA,11.7516050338745
2012,48,BOANE,20.8158373832703
2012,48,MAGUDE,25.7773115634918
2012,48,MANHICA,23.505795955658
2012,48,MARRACUENE,20.5104608535767
2012,48,MATOLA,20.3283042907715
2012,48,MATUTUINE,18.3575251102448
2012,48,MOAMBA,25.4212574958801
2012,48,NAMAACHA,30.7866899967194
2012,49,BOANE,11.3925423622131
2012,49,MAGUDE,12.4575686454773
2012,49,MANHICA,11.0306167602539
2012,49,MARRACUENE,11.6871256828308
2012,49,MATOLA,9.54311418533325
2012,49,MATUTUINE,18.7318305969238
2012,49,MOAMBA,14.6952233314514
2012,49,NAMAACHA,26.9108867645264
2012,50,BOANE,14.3121862411499
2012,50,MAGUDE,50.6893930435181
2012,50,MANHICA,36.1452493667603
2012,50,MARRACUENE,49.6430459022522
2012,50,MATOLA,34.5757808685303
2012,50,MATUTUINE,25.0760078430176
2012,50,MOAMBA,37.5651664733887
2012,50,NAMAACHA,27.63671875
2012,51,BOANE,39.4181289672852
2012,51,MAGUDE,50.0275287628174
2012,51,MANHICA,42.1397275924683
2012,51,MARRACUENE,30.5719318389893
2012,51,MATOLA,28.6770648956299
2012,51,MATUTUINE,16.7173385620117
2012,51,MOAMBA,33.2055397033691
2012,51,NAMAACHA,36.5070724487305
2012,52,BOANE,8.93308448791504
2012,52,MAGUDE,0
2012,52,MANHICA,5.54964113235474
2012,52,MARRACUENE,8.7276611328125
2012,52,MATOLA,10.3148384094238
2012,52,MATUTUINE,10.1933813095093
2012,52,MOAMBA,13.7840209007263
2012,52,NAMAACHA,10.8923270702362
2012,53,BOANE,26.9713764190674
2012,53,MAGUDE,4.0034441947937
2012,53,MANHICA,2.54207515716553
2012,53,MARRACUENE,8.83743000030518
2012,53,MATOLA,11.539391040802
2012,53,MATUTUINE,26.3549556732178
2012,53,MOAMBA,18.6485409736633
2012,53,NAMAACHA,39.6077928543091
2012,54,BOANE,0
2012,54,MAGUDE,8.0068883895874
2012,54,MANHICA,5.08415031433105
2012,54,MARRACUENE,4.41871500015259
2012,54,MATOLA,3.84646368026733
2012,54,MATUTUINE,9.14344215393066
2012,54,MOAMBA,3.72970819473267
2012,54,NAMAACHA,0
2013,1,BOANE,8.66483402252197
2013,1,MAGUDE,0
2013,1,MANHICA,0
2013,1,MARRACUENE,8.1836519241333
2013,1,MATOLA,16.5527877807617
2013,1,MATUTUINE,7.7887716293335
2013,1,MOAMBA,0
2013,1,NAMAACHA,19.6901016235352
2013,2,BOANE,0
2013,2,MAGUDE,13.6205778121948
2013,2,MANHICA,34.1589393615723
2013,2,MARRACUENE,38.0666160583496
2013,2,MATOLA,0
2013,2,MATUTUINE,7.40087890625
2013,2,MOAMBA,13.6470174789429
2013,2,NAMAACHA,0
2013,3,BOANE,63.9962978363037
2013,3,MAGUDE,89.3165102005005
2013,3,MANHICA,110.814842224121
2013,3,MARRACUENE,96.4258909225464
2013,3,MATOLA,126.187870025635
2013,3,MATUTUINE,28.4369983673096
2013,3,MOAMBA,72.1456527709961
2013,3,NAMAACHA,101.571823120117
2013,4,BOANE,37.5945248603821
2013,4,MAGUDE,81.8018217086792
2013,4,MANHICA,60.2509183883667
2013,4,MARRACUENE,47.9075622558594
2013,4,MATOLA,48.0642266273499
2013,4,MATUTUINE,49.7619581222534
2013,4,MOAMBA,41.8294086456299
2013,4,NAMAACHA,56.4517378807068
2013,5,BOANE,31.8510684967041
2013,5,MAGUDE,0
2013,5,MANHICA,0
2013,5,MARRACUENE,0
2013,5,MATOLA,0
2013,5,MATUTUINE,40.8838768005371
2013,5,MOAMBA,4.60276889801025
2013,5,NAMAACHA,0
2013,6,BOANE,29.9299459457397
2013,6,MAGUDE,27.9410047531128
2013,6,MANHICA,57.66721534729
2013,6,MARRACUENE,58.5805721282959
2013,6,MATOLA,45.2693214416504
2013,6,MATUTUINE,23.8750858306885
2013,6,MOAMBA,40.9465236663818
2013,6,NAMAACHA,62.2372550964355
2013,7,BOANE,0
2013,7,MAGUDE,0
2013,7,MANHICA,0
2013,7,MARRACUENE,0
2013,7,MATOLA,0
2013,7,MATUTUINE,0
2013,7,MOAMBA,0
2013,7,NAMAACHA,0
2013,8,BOANE,6.07261514663696
2013,8,MAGUDE,5.3750638961792
2013,8,MANHICA,0
2013,8,MARRACUENE,7.29171371459961
2013,8,MATOLA,9.15143394470215
2013,8,MATUTUINE,9.99944114685059
2013,8,MOAMBA,8.85437774658203
2013,8,NAMAACHA,11.8838748931885
2013,9,BOANE,0
2013,9,MAGUDE,0
2013,9,MANHICA,0
2013,9,MARRACUENE,0
2013,9,MATOLA,0
2013,9,MATUTUINE,18.4997634887695
2013,9,MOAMBA,0
2013,9,NAMAACHA,0
2013,10,BOANE,25.1081037521362
2013,10,MAGUDE,35.5169143676758
2013,10,MANHICA,50.9104614257812
2013,10,MARRACUENE,61.0821580886841
2013,10,MATOLA,32.9375944137573
2013,10,MATUTUINE,26.7349834442139
2013,10,MOAMBA,32.9836330413818
2013,10,NAMAACHA,51.0481863021851
2013,11,BOANE,3.79683089256287
2013,11,MAGUDE,0
2013,11,MANHICA,0
2013,11,MARRACUENE,0
2013,11,MATOLA,0
2013,11,MATUTUINE,0
2013,11,MOAMBA,0
2013,11,NAMAACHA,12.1681041717529
2013,12,BOANE,7.59366178512573
2013,12,MAGUDE,6.71684598922729
2013,12,MANHICA,0
2013,12,MARRACUENE,0
2013,12,MATOLA,15.1355724334717
2013,12,MATUTUINE,22.3534774780273
2013,12,MOAMBA,8.22984027862549
2013,12,NAMAACHA,12.1681041717529
2013,13,BOANE,4.99875497817993
2013,13,MAGUDE,0
2013,13,MANHICA,0
2013,13,MARRACUENE,0
2013,13,MATOLA,6.36133480072021
2013,13,MATUTUINE,0
2013,13,MOAMBA,0
2013,13,NAMAACHA,10.4835529327393
2013,14,BOANE,5.68745470046997
2013,14,MAGUDE,7.01583576202393
2013,14,MANHICA,11.7031331062317
2013,14,MARRACUENE,11.3121843338013
2013,14,MATOLA,5.63925218582153
2013,14,MATUTUINE,64.9033050537109
2013,14,MOAMBA,15.7548065185547
2013,14,NAMAACHA,0
2013,15,BOANE,6.87909078598022
2013,15,MAGUDE,8.112961769104
2013,15,MANHICA,20.5833234786987
2013,15,MARRACUENE,23.7583465576172
2013,15,MATOLA,17.4738359451294
2013,15,MATUTUINE,0
2013,15,MOAMBA,0
2013,15,NAMAACHA,0
2013,16,BOANE,9.95426177978516
2013,16,MAGUDE,7.49130964279175
2013,16,MANHICA,11.1510772705078
2013,16,MARRACUENE,13.753532409668
2013,16,MATOLA,12.1278820037842
2013,16,MATUTUINE,0
2013,16,MOAMBA,31.4754600524902
2013,16,NAMAACHA,64.0950393676758
2013,17,BOANE,5.92937040328979
2013,17,MAGUDE,0
2013,17,MANHICA,9.70793437957764
2013,17,MARRACUENE,11.5591115951538
2013,17,MATOLA,9.88912200927734
2013,17,MATUTUINE,0
2013,17,MOAMBA,0
2013,17,NAMAACHA,0
2013,18,BOANE,5.27221965789795
2013,18,MAGUDE,6.97075033187866
2013,18,MANHICA,10.7290420532227
2013,18,MARRACUENE,17.7634377479553
2013,18,MATOLA,14.912371635437
2013,18,MATUTUINE,0
2013,18,MOAMBA,0
2013,18,NAMAACHA,0
2013,19,BOANE,0
2013,19,MAGUDE,4.40507841110229
2013,19,MANHICA,7.73599433898926
2013,19,MARRACUENE,5.94552230834961
2013,19,MATOLA,5.14751720428467
2013,19,MATUTUINE,17.0520820617676
2013,19,MOAMBA,3.47799849510193
2013,19,NAMAACHA,6.37795639038086
2013,20,BOANE,0
2013,20,MAGUDE,0
2013,20,MANHICA,5.81045913696289
2013,20,MARRACUENE,0
2013,20,MATOLA,0
2013,20,MATUTUINE,0
2013,20,MOAMBA,0
2013,20,NAMAACHA,0
2013,21,BOANE,5.74565315246582
2013,21,MAGUDE,5.05875825881958
2013,21,MANHICA,0
2013,21,MARRACUENE,5.38072490692139
2013,21,MATOLA,5.42221164703369
2013,21,MATUTUINE,0
2013,21,MOAMBA,0
2013,21,NAMAACHA,6.45722246170044
2013,22,BOANE,6.26528072357178
2013,22,MAGUDE,0
2013,22,MANHICA,6.16667032241821
2013,22,MARRACUENE,3.68575000762939
2013,22,MATOLA,4.50444936752319
2013,22,MATUTUINE,0
2013,22,MOAMBA,4.55095291137695
2013,22,NAMAACHA,7.31209659576416
2013,23,BOANE,0
2013,23,MAGUDE,0
2013,23,MANHICA,0
2013,23,MARRACUENE,0
2013,23,MATOLA,0
2013,23,MATUTUINE,0
2013,23,MOAMBA,0
2013,23,NAMAACHA,0
2013,24,BOANE,3.82439541816711
2013,24,MAGUDE,0
2013,24,MANHICA,0
2013,24,MARRACUENE,0
2013,24,MATOLA,0
2013,24,MATUTUINE,10.0630536079407
2013,24,MOAMBA,3.78801131248474
2013,24,NAMAACHA,4.37861394882202
2013,25,BOANE,4.11475038528442
2013,25,MAGUDE,6.62646675109863
2013,25,MANHICA,2.64224028587341
2013,25,MARRACUENE,3.40471959114075
2013,25,MATOLA,3.2099187374115
2013,25,MATUTUINE,0
2013,25,MOAMBA,3.99944114685059
2013,25,NAMAACHA,4.36061382293701
2013,26,BOANE,0
2013,26,MAGUDE,5.12514352798462
2013,26,MANHICA,2.3982994556427
2013,26,MARRACUENE,2.83553385734558
2013,26,MATOLA,4.80962991714478
2013,26,MATUTUINE,0
2013,26,MOAMBA,0
2013,26,NAMAACHA,0
2013,27,BOANE,0
2013,27,MAGUDE,0
2013,27,MANHICA,0
2013,27,MARRACUENE,0
2013,27,MATOLA,0
2013,27,MATUTUINE,0
2013,27,MOAMBA,0
2013,27,NAMAACHA,0
2013,28,BOANE,5.25275182723999
2013,28,MAGUDE,12.3448262214661
2013,28,MANHICA,10.6184363365173
2013,28,MARRACUENE,10.7566123008728
2013,28,MATOLA,11.8406419754028
2013,28,MATUTUINE,13.7069263458252
2013,28,MOAMBA,3.74555897712708
2013,28,NAMAACHA,10.2049775123596
2013,29,BOANE,0
2013,29,MAGUDE,0
2013,29,MANHICA,0
2013,29,MARRACUENE,0
2013,29,MATOLA,0
2013,29,MATUTUINE,0
2013,29,MOAMBA,0
2013,29,NAMAACHA,0
2013,30,BOANE,0
2013,30,MAGUDE,0
2013,30,MANHICA,0
2013,30,MARRACUENE,0
2013,30,MATOLA,0
2013,30,MATUTUINE,0
2013,30,MOAMBA,0
2013,30,NAMAACHA,0
2013,31,BOANE,5.55527019500732
2013,31,MAGUDE,0
2013,31,MANHICA,5.40920877456665
2013,31,MARRACUENE,5.78198862075806
2013,31,MATOLA,4.6921181678772
2013,31,MATUTUINE,5.55596399307251
2013,31,MOAMBA,3.63446736335754
2013,31,NAMAACHA,7.18401527404785
2013,32,BOANE,0
2013,32,MAGUDE,0
2013,32,MANHICA,0
2013,32,MARRACUENE,0
2013,32,MATOLA,0
2013,32,MATUTUINE,3.24329710006714
2013,32,MOAMBA,0
2013,32,NAMAACHA,3.8056800365448
2013,33,BOANE,0
2013,33,MAGUDE,2.71765470504761
2013,33,MANHICA,1.76291930675507
2013,33,MARRACUENE,0
2013,33,MATOLA,0
2013,33,MATUTUINE,0
2013,33,MOAMBA,0
2013,33,NAMAACHA,0
2013,34,BOANE,0
2013,34,MAGUDE,0
2013,34,MANHICA,0
2013,34,MARRACUENE,0
2013,34,MATOLA,0
2013,34,MATUTUINE,0
2013,34,MOAMBA,0
2013,34,NAMAACHA,0
2013,35,BOANE,6.27620482444763
2013,35,MAGUDE,3.887446641922
2013,35,MANHICA,6.17312908172607
2013,35,MARRACUENE,11.2083034515381
2013,35,MATOLA,7.20525336265564
2013,35,MATUTUINE,9.28284907341003
2013,35,MOAMBA,0
2013,35,NAMAACHA,4.8663763999939
2013,36,BOANE,4.76799297332764
2013,36,MAGUDE,3.14884829521179
2013,36,MANHICA,5.2845573425293
2013,36,MARRACUENE,5.59503746032715
2013,36,MATOLA,0
2013,36,MATUTUINE,7.69024705886841
2013,36,MOAMBA,3.35222697257996
2013,36,NAMAACHA,5.7613468170166
2013,37,BOANE,0
2013,37,MAGUDE,3.44680905342102
2013,37,MANHICA,5.69218969345093
2013,37,MARRACUENE,0
2013,37,MATOLA,0
2013,37,MATUTUINE,0
2013,37,MOAMBA,0
2013,37,NAMAACHA,5.04694604873657
2013,38,BOANE,4.61055898666382
2013,38,MAGUDE,0
2013,38,MANHICA,0
2013,38,MARRACUENE,0
2013,38,MATOLA,0
2013,38,MATUTUINE,15.294406414032
2013,38,MOAMBA,0
2013,38,NAMAACHA,5.67788791656494
2013,39,BOANE,0
2013,39,MAGUDE,0
2013,39,MANHICA,4.41811990737915
2013,39,MARRACUENE,0
2013,39,MATOLA,0
2013,39,MATUTUINE,0
2013,39,MOAMBA,3.89927697181702
2013,39,NAMAACHA,0
2013,40,BOANE,9.15839385986328
2013,40,MAGUDE,9.82781791687012
2013,40,MANHICA,21.3431882858276
2013,40,MARRACUENE,16.8526077270508
2013,40,MATOLA,24.6665878295898
2013,40,MATUTUINE,9.64599418640137
2013,40,MOAMBA,10.0801601409912
2013,40,NAMAACHA,8.95711994171143
2013,41,BOANE,9.39494323730469
2013,41,MAGUDE,0
2013,41,MANHICA,0
2013,41,MARRACUENE,0
2013,41,MATOLA,0
2013,41,MATUTUINE,9.57367515563965
2013,41,MOAMBA,0
2013,41,NAMAACHA,10.2069067955017
2013,42,BOANE,13.2486381530762
2013,42,MAGUDE,9.88937973976135
2013,42,MANHICA,13.7849187850952
2013,42,MARRACUENE,11.3718013763428
2013,42,MATOLA,12.8499908447266
2013,42,MATUTUINE,5.43345594406128
2013,42,MOAMBA,10.5309934616089
2013,42,NAMAACHA,18.7407581806183
2013,43,BOANE,38.6021366119385
2013,43,MAGUDE,21.7110993862152
2013,43,MANHICA,40.1883592605591
2013,43,MARRACUENE,42.6521725654602
2013,43,MATOLA,34.4762134552002
2013,43,MATUTUINE,43.6113295555115
2013,43,MOAMBA,29.4088220596313
2013,43,NAMAACHA,37.1270456314087
2013,44,BOANE,36.7355661392212
